date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
29.11.2012	09:43:32	-0.70	18.29	214.29	74.03	261.74	328.95	1204.53	628.79	351.21	0.00	0.00	0.00	351.21	85.36	20.36	18.58	4.0043624483
29.11.2012	09:43:36	-0.69	18.36	214.15	73.81	262.73	330.05	1205.43	627.98	351.42	0.00	0.00	0.00	351.42	85.36	20.45	18.58	3.8464907398
29.11.2012	09:43:39	-0.69	18.38	211.99	74.23	262.69	329.18	1210.56	628.44	352.40	0.00	0.00	0.00	352.40	85.10	20.30	18.69	3.8650313771
29.11.2012	09:43:41	-0.69	18.33	212.72	74.23	262.30	330.43	1212.80	627.45	352.86	0.00	0.00	0.00	352.86	85.08	20.36	18.72	3.6513698690
29.11.2012	09:43:44	-0.67	18.25	214.49	74.22	262.51	330.86	1213.34	627.90	353.12	0.00	0.00	0.00	353.12	85.09	20.34	18.74	3.5926425027
29.11.2012	09:43:47	-0.69	18.19	213.93	74.08	263.39	330.69	1210.19	629.22	352.60	0.00	0.00	0.00	352.60	85.18	20.41	18.91	3.8027899045
29.11.2012	09:43:50	-0.69	18.39	217.45	74.31	262.81	329.98	1209.67	627.79	352.43	0.00	0.00	0.00	352.43	84.92	20.20	19.02	3.6085734094
29.11.2012	09:43:53	-0.69	18.27	216.35	74.62	261.88	329.93	1211.18	629.39	352.81	0.00	0.00	0.00	352.81	84.90	20.38	19.02	3.7690868816
29.11.2012	09:43:55	-0.69	18.35	216.03	74.39	261.27	329.05	1208.17	630.35	352.18	0.00	0.00	0.00	352.18	84.86	20.39	19.11	3.9986490274
29.11.2012	09:43:58	-0.68	18.38	215.19	74.25	261.07	328.17	1210.50	628.83	352.42	0.00	0.00	0.00	352.42	84.94	20.34	19.20	3.8620255892
