date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
29.11.2012	10:00:30	-0.70	18.30	73.59	28.40	89.90	113.01	283.89	157.38	74.30	6.43	3.18	0.00	83.91	95.59	20.85	18.87	3.8973634915
29.11.2012	10:00:34	-0.69	18.39	73.14	28.56	89.88	112.44	284.23	156.98	74.65	6.33	3.05	0.00	84.03	95.33	20.78	18.84	3.6639531034
29.11.2012	10:00:37	-0.71	18.39	72.92	28.33	89.43	112.06	285.91	157.75	75.49	6.13	2.91	0.00	84.53	95.65	20.76	19.03	3.6226725184
29.11.2012	10:00:40	-0.68	18.36	73.90	28.31	89.77	111.46	286.40	157.58	74.72	6.10	3.31	0.00	84.13	95.41	20.66	19.00	3.6187546931
29.11.2012	10:00:43	-0.70	18.30	72.69	28.11	89.85	111.73	286.90	158.19	76.14	6.06	2.74	0.00	84.95	95.38	20.71	19.10	3.5659045006
29.11.2012	10:00:45	-0.69	18.28	74.23	28.18	89.60	111.77	286.27	157.91	74.48	6.14	3.41	0.00	84.03	95.07	20.73	19.15	3.7840063273
29.11.2012	10:00:48	-0.69	18.37	72.91	28.11	89.89	111.58	286.51	157.46	75.64	6.08	2.90	0.00	84.61	95.33	20.74	19.07	3.3906905658
29.11.2012	10:00:51	-0.70	18.26	74.37	28.04	89.47	111.43	285.11	157.26	73.81	6.16	3.56	0.00	83.53	95.16	20.68	19.36	3.8045994773
29.11.2012	10:00:54	-0.70	18.42	73.25	28.22	89.72	111.68	285.29	156.63	74.75	6.17	3.12	0.00	84.04	95.24	20.76	19.37	3.3510552772
29.11.2012	10:00:56	-0.70	18.37	73.47	28.00	88.95	111.42	284.53	156.78	74.26	6.11	3.27	0.00	83.64	95.06	20.77	19.39	3.6235204899
