date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
09.11.2012	11:45:39	-0.72	20.44	159.17	55.48	194.96	246.92	905.30	477.01	263.57	0.00	0.00	0.00	263.57	84.48	22.44	21.24	4.6117508508
09.11.2012	11:45:43	-0.73	20.28	162.40	55.72	194.70	247.33	905.90	475.42	263.69	0.00	0.00	0.00	263.69	84.61	22.43	21.20	4.2085729237
09.11.2012	11:45:46	-0.71	20.29	159.71	55.60	194.87	249.59	907.88	477.88	264.37	0.00	0.00	0.00	264.37	84.26	22.41	21.17	4.4625748313
09.11.2012	11:45:49	-0.72	20.36	160.26	55.87	196.35	250.21	908.60	479.38	264.80	0.00	0.00	0.00	264.80	84.02	22.57	21.29	4.5279617303
09.11.2012	11:45:52	-0.72	20.16	160.69	55.74	196.92	250.02	909.46	480.28	265.09	0.00	0.00	0.00	265.09	84.20	22.51	21.30	4.5840204254
09.11.2012	11:45:54	-0.72	20.33	162.18	55.91	196.72	249.26	910.53	480.29	265.33	0.00	0.00	0.00	265.33	84.27	22.66	21.31	4.5135448987
09.11.2012	11:45:57	-0.72	20.32	161.56	55.85	195.97	249.17	908.83	478.97	264.78	0.00	0.00	0.00	264.78	84.31	22.40	21.31	4.4620427489
09.11.2012	11:46:00	-0.71	20.27	160.94	56.12	196.21	250.78	912.02	479.11	265.55	0.00	0.00	0.00	265.55	84.28	22.44	21.37	4.2970115562
09.11.2012	11:46:03	-0.72	20.39	161.04	56.26	197.04	252.02	916.08	481.14	266.71	0.00	0.00	0.00	266.71	84.55	22.58	21.51	4.3130420598
09.11.2012	11:46:06	-0.71	20.38	163.41	56.25	197.82	252.83	918.43	483.45	267.60	0.00	0.00	0.00	267.60	84.55	22.50	21.59	4.3417311483
