date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
09.11.2012	11:57:57	-0.71	19.80	12.91	4.93	9.66	13.45	30.07	23.63	3.84	0.61	1.57	0.00	6.02	96.71	22.71	20.54	50.1777668085
09.11.2012	11:58:01	-0.71	19.82	12.74	4.74	8.82	12.87	29.30	22.99	3.52	0.48	1.58	0.06	5.64	96.98	22.78	20.54	52.7084794227
09.11.2012	11:58:04	-0.72	19.85	12.43	4.52	7.63	12.69	26.81	21.71	3.19	0.09	1.05	0.98	5.30	96.83	22.66	20.80	69.1148350433
09.11.2012	11:58:07	-0.72	19.82	12.23	4.71	7.82	12.74	26.75	21.25	3.42	0.00	0.81	1.24	5.47	96.65	22.65	20.67	44.6689011218
09.11.2012	11:58:10	-0.71	19.87	12.39	4.46	7.99	12.47	26.96	21.00	3.00	0.17	1.19	0.79	5.15	96.81	22.69	20.76	39.7150357581
09.11.2012	11:58:12	-0.72	19.83	12.02	4.59	7.44	12.39	26.93	20.49	3.28	0.00	0.93	1.06	5.28	96.56	22.79	20.93	27.4028081827
09.11.2012	11:58:15	-0.71	19.90	12.13	4.69	7.84	12.83	26.93	20.76	3.46	0.00	0.78	1.26	5.50	96.61	22.66	20.87	28.2824829527
09.11.2012	11:58:18	-0.73	19.92	12.72	4.51	8.03	13.99	28.03	21.20	3.64	0.00	0.74	1.49	5.88	96.69	22.84	20.98	27.7732473517
09.11.2012	11:58:21	-0.71	19.91	13.00	4.88	8.47	14.58	28.68	22.07	3.99	0.00	0.62	1.68	6.28	96.83	22.98	21.04	33.5659997514
09.11.2012	11:58:24	-0.71	19.81	12.72	4.62	9.12	14.28	30.14	23.13	4.42	0.31	0.99	0.75	6.49	96.66	22.73	21.11	31.3770240705
