date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
09.11.2012	11:38:35	-0.71	20.13	40.79	14.37	45.92	61.44	198.97	117.66	57.85	0.19	0.00	0.00	58.04	88.84	22.26	20.56	9.1942214456
09.11.2012	11:38:39	-0.74	20.24	40.87	14.14	47.21	61.88	202.67	118.19	58.79	0.15	0.00	0.00	58.94	88.38	22.18	20.60	7.8744225247
09.11.2012	11:38:42	-0.71	20.17	40.52	14.47	46.84	61.68	202.87	119.00	58.92	0.07	0.00	0.00	59.00	88.37	22.09	20.67	8.5727501621
09.11.2012	11:38:45	-0.72	20.22	42.23	14.75	46.95	62.97	207.90	120.50	60.33	0.00	0.00	0.00	60.33	88.50	22.21	20.67	7.5295234798
09.11.2012	11:38:48	-0.72	20.32	43.12	14.92	48.48	63.56	209.45	122.71	60.92	0.11	0.00	0.00	61.04	88.28	22.18	20.76	8.4954358456
09.11.2012	11:38:50	-0.71	20.29	41.89	14.56	48.61	63.11	209.71	123.51	61.05	0.02	0.00	0.00	61.07	88.13	22.14	20.81	9.1906741283
09.11.2012	11:38:53	-0.71	20.20	42.83	14.67	47.26	62.35	208.53	121.37	60.54	0.00	0.00	0.00	60.54	88.20	22.18	21.00	7.9753691848
09.11.2012	11:38:56	-0.71	20.23	42.62	14.84	48.37	63.56	210.25	123.18	61.16	0.04	0.00	0.00	61.21	88.11	22.23	20.98	8.5938140871
09.11.2012	11:38:59	-0.72	20.18	43.31	14.71	48.30	62.95	211.59	123.73	61.52	0.00	0.00	0.00	61.52	87.98	22.26	21.09	8.5271114444
09.11.2012	11:39:01	-0.73	20.26	44.08	15.08	48.36	64.11	212.50	123.82	61.81	0.01	0.00	0.00	61.82	87.94	22.09	20.98	8.0993217521
