date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
09.11.2012	12:01:42	-0.70	19.52	12.19	4.52	7.86	12.68	26.19	21.02	3.08	0.13	0.98	1.00	5.20	96.52	22.76	20.56	52.1890638902
09.11.2012	12:01:46	-0.73	19.55	12.47	4.68	8.20	14.32	26.39	20.86	3.53	0.00	0.46	1.82	5.81	96.50	22.70	20.55	34.9657087123
09.11.2012	12:01:48	-0.71	19.48	12.18	4.77	9.67	12.52	26.70	20.83	2.71	0.70	1.57	0.00	4.98	96.47	22.69	20.72	33.3863771148
09.11.2012	12:01:51	-0.73	19.40	12.05	4.71	8.45	12.46	26.51	20.76	3.08	0.28	1.12	0.69	5.17	96.62	22.68	20.67	34.8186184396
09.11.2012	12:01:54	-0.71	19.53	12.54	4.85	8.60	13.12	27.20	21.42	3.20	0.25	1.09	0.89	5.44	96.44	22.66	20.86	43.6195614182
09.11.2012	12:01:57	-0.71	19.48	12.76	4.90	8.42	12.91	27.49	21.77	3.08	0.24	1.23	0.81	5.36	96.50	22.90	20.82	56.7135673316
09.11.2012	12:02:00	-0.73	19.60	12.72	4.73	8.05	12.92	28.49	22.00	3.63	0.02	1.01	1.08	5.74	96.50	22.82	20.89	39.7421748594
09.11.2012	12:02:02	-0.71	19.64	12.70	4.86	8.29	13.02	28.51	22.22	3.67	0.10	1.04	0.98	5.79	96.42	22.68	20.91	43.9882746400
09.11.2012	12:02:05	-0.72	19.39	13.17	5.03	8.08	13.10	28.58	22.33	3.43	0.00	1.07	1.22	5.72	96.39	22.69	20.95	54.8877773795
09.11.2012	12:02:08	-0.71	19.47	12.86	4.97	8.55	13.46	28.72	22.37	3.75	0.12	0.98	1.10	5.95	96.56	22.82	20.92	42.7918064663
