date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
06.12.2012	13:32:19	-0.65	18.46	10.86	4.48	13.91	16.78	42.16	48.88	12.73	0.48	0.00	0.00	13.22	93.14	20.45	18.74	258.4414163717
06.12.2012	13:32:23	-0.65	18.56	10.87	4.52	13.63	16.74	42.42	48.62	12.78	0.44	0.00	0.00	13.22	92.86	20.47	18.87	248.4633322929
06.12.2012	13:32:26	-0.64	18.54	11.15	4.67	13.55	16.74	42.35	48.78	12.79	0.44	0.00	0.00	13.23	92.91	20.48	18.95	251.9472864003
06.12.2012	13:32:29	-0.64	18.51	11.27	4.48	13.40	16.65	42.49	48.55	12.81	0.41	0.00	0.00	13.22	93.13	20.40	18.88	245.0909884857
06.12.2012	13:32:31	-0.64	18.61	11.07	4.59	13.36	16.51	42.32	48.88	12.80	0.40	0.00	0.00	13.20	92.95	20.46	19.05	255.1667981541
06.12.2012	13:32:34	-0.65	18.55	10.94	4.69	13.39	16.60	42.13	48.51	12.71	0.42	0.00	0.00	13.13	92.99	20.39	19.09	252.0941657600
06.12.2012	13:32:37	-0.64	18.51	11.09	4.49	13.38	16.39	42.32	48.70	12.79	0.38	0.00	0.00	13.17	92.78	20.49	19.02	251.9302913481
06.12.2012	13:32:40	-0.63	18.61	10.85	4.49	13.21	16.51	42.26	48.29	12.73	0.38	0.00	0.00	13.11	92.77	20.45	19.11	245.9345645493
06.12.2012	13:32:42	-0.64	18.49	11.03	4.45	13.18	16.59	42.21	48.21	12.71	0.39	0.00	0.00	13.10	92.89	20.47	19.25	244.6811326520
06.12.2012	13:32:45	-0.64	18.58	11.25	4.55	13.32	16.49	42.18	48.32	12.71	0.40	0.00	0.00	13.12	92.73	20.34	19.28	246.8654940709
