date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
06.12.2012	13:54:22	-0.64	18.42	222.48	78.19	274.47	343.24	1273.94	671.04	371.62	0.00	0.00	0.00	371.62	85.06	20.46	18.71	4.9782151296
06.12.2012	13:54:26	-0.64	18.54	222.96	78.07	276.10	344.60	1280.57	672.90	373.36	0.00	0.00	0.00	373.36	85.23	20.57	18.63	4.8613390041
06.12.2012	13:54:28	-0.65	18.35	225.05	77.97	276.59	343.75	1282.65	674.44	373.99	0.00	0.00	0.00	373.99	85.20	20.53	18.69	4.9032218818
06.12.2012	13:54:31	-0.65	18.70	224.22	78.12	275.91	344.36	1286.21	673.47	374.62	0.00	0.00	0.00	374.62	85.26	20.49	18.79	4.7345470759
06.12.2012	13:54:34	-0.63	18.53	226.32	78.33	276.92	344.58	1288.38	674.52	375.32	0.00	0.00	0.00	375.32	85.33	20.44	18.82	4.6686624036
06.12.2012	13:54:37	-0.64	18.58	223.10	78.76	277.98	344.37	1292.53	676.61	376.30	0.00	0.00	0.00	376.30	85.19	20.45	19.04	4.8688574137
06.12.2012	13:54:40	-0.64	18.49	224.89	78.70	277.24	344.70	1295.19	676.88	376.94	0.00	0.00	0.00	376.94	85.17	20.54	18.95	4.7602133668
06.12.2012	13:54:42	-0.65	18.44	223.65	78.69	277.11	345.56	1293.69	678.35	376.77	0.00	0.00	0.00	376.77	85.05	20.48	19.16	4.9464714597
06.12.2012	13:54:45	-0.64	18.71	226.96	78.84	277.69	346.19	1294.38	679.57	377.23	0.00	0.00	0.00	377.23	85.11	20.66	19.17	4.8763737944
06.12.2012	13:54:48	-0.64	18.53	222.28	78.16	277.75	344.97	1294.38	679.28	376.93	0.00	0.00	0.00	376.93	85.18	20.38	19.23	5.0888202671
