date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
06.12.2012	13:28:42	-0.63	18.40	311.94	109.40	389.51	491.72	1430.49	872.34	430.03	16.23	0.00	0.00	446.26	84.90	20.25	18.70	16.9223696425
06.12.2012	13:28:46	-0.65	18.32	309.99	110.30	391.23	491.27	1435.69	870.93	431.11	16.03	0.00	0.00	447.15	84.94	20.20	18.72	16.2056770358
06.12.2012	13:28:49	-0.63	18.51	309.13	110.60	392.50	494.58	1434.31	871.91	430.73	16.60	0.00	0.00	447.33	84.95	20.39	18.70	16.4147232344
06.12.2012	13:28:52	-0.64	18.51	314.82	112.02	389.81	499.97	1446.30	875.65	434.19	16.40	0.00	0.00	450.59	84.86	20.17	18.58	15.9099172998
06.12.2012	13:28:55	-0.64	18.39	320.14	113.14	394.10	505.91	1463.77	886.40	439.53	16.57	0.00	0.00	456.10	84.92	20.27	18.81	15.9617422451
06.12.2012	13:28:57	-0.64	18.37	322.70	114.04	401.91	511.44	1479.10	902.08	444.67	17.09	0.00	0.00	461.76	84.81	20.26	18.76	16.9299669172
06.12.2012	13:29:00	-0.65	18.43	321.27	114.59	409.00	515.83	1497.44	911.26	449.88	17.17	0.00	0.00	467.05	84.94	20.40	18.94	16.6232281860
06.12.2012	13:29:03	-0.63	18.47	326.17	114.74	413.50	518.12	1506.41	911.51	452.11	17.45	0.00	0.00	469.57	84.89	20.38	18.93	15.8105749194
06.12.2012	13:29:06	-0.64	18.40	326.36	114.24	413.49	522.29	1519.97	914.73	455.75	17.12	0.00	0.00	472.87	84.80	20.55	19.06	15.1029185875
06.12.2012	13:29:09	-0.62	18.50	327.61	114.75	412.24	518.11	1514.10	917.02	454.67	16.89	0.00	0.00	471.55	84.63	20.28	19.00	16.0255491170
