"","date","sampleID","CO2","input","pH","cond","temp","DO","salt","CO2_raw","air","CO2_calc","experiment","fertilizer","treatment","experiment.fert","sampleID.exp"
"1532",2012-09-13,"9","High CO2","Did not receive input",7.6,58.7,20.1,NA,0,1701,397,3511.27457596834,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","9 Experiment 2 after fertilization"
"1542",2012-09-13,"10","Ambient CO2","Received input",8.17,58.5,20.1,NA,0,291,397,600.694239627741,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","10 Experiment 2 after fertilization"
"1552",2012-09-13,"11","High CO2","Received input",7.8,58.9,20,NA,0,1134,397,2337.76060141716,"Experiment 2","Not fertilized","High CO2 Not fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","11 Experiment 2 after fertilization"
"1561",2012-09-13,"12","Ambient CO2","Did not receive input",7.18,58.6,20.1,NA,0,283,397,584.180308641411,"Experiment 2","Not fertilized","Ambient CO2 Not fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","12 Experiment 2 after fertilization"
"1572",2012-09-13,"13","High CO2","Did not receive input",7.59,59,20,NA,0,1748,397,3603.53221453015,"Experiment 2","Fertilized","High CO2 Fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","13 Experiment 2 after fertilization"
"1581",2012-09-13,"14","Ambient CO2","Received input",8.12,58.6,20.1,NA,0,242,397,499.546412336472,"Experiment 2","Fertilized","Ambient CO2 Fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","14 Experiment 2 after fertilization"
"1592",2012-09-13,"15","High CO2","Received input",7.72,59.1,20,NA,0,1347,397,2776.86378316483,"Experiment 2","Fertilized","High CO2 Fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","15 Experiment 2 after fertilization"
"1602",2012-09-13,"16","Ambient CO2","Did not receive input",8.17,58.6,20.1,NA,0,278,397,573.859101774955,"Experiment 2","Fertilized","Ambient CO2 Fertilized Experiment 2 after fertilization","Experiment 2 after fertilization","16 Experiment 2 after fertilization"
"1611",2012-09-13,"lake","Lake","Did not receive input",8.88,58.9,20.1,NA,0,46,397,94.9551031713955,"Experiment 2","Lake","Lake Lake Experiment 2 after fertilization","Experiment 2 after fertilization","lake Experiment 2 after fertilization"
"1621",2012-09-13,"lake","Lake","Did not receive input",8.9,59.5,20.1,NA,0,73,397,150.689620250258,"Experiment 2","Lake","Lake Lake Experiment 2 after fertilization","Experiment 2 after fertilization","lake Experiment 2 after fertilization"
"1632",2012-09-13,"lake","Lake","Did not receive input",8.85,58.2,20,NA,0,109,397,224.705384086834,"Experiment 2","Lake","Lake Lake Experiment 2 after fertilization","Experiment 2 after fertilization","lake Experiment 2 after fertilization"
"1641",2012-09-13,"lake","Lake","Did not receive input",8.82,58.3,20,NA,0,68,397,140.183175393621,"Experiment 2","Lake","Lake Lake Experiment 2 after fertilization","Experiment 2 after fertilization","lake Experiment 2 after fertilization"
