date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
04.10.2012	11:18:41	-0.64	23.83	9.47	3.20	6.07	9.77	18.18	17.53	1.26	0.43	1.17	0.00	2.85	86.40	24.54	23.62	-1.0000000000
04.10.2012	11:18:45	-0.63	23.87	11.48	3.41	5.81	8.52	17.76	16.75	0.00	0.13	1.50	0.49	2.13	87.84	24.76	23.49	-1.0000000000
04.10.2012	11:18:47	-0.62	23.68	11.14	3.47	6.70	9.34	18.80	17.90	0.06	0.47	1.79	0.00	2.32	88.75	24.63	23.68	-1.0000000000
04.10.2012	11:18:50	-0.63	23.78	10.40	3.02	5.98	8.24	21.08	18.36	1.40	0.10	1.49	0.00	2.99	89.71	24.70	23.70	-1.0000000000
04.10.2012	11:18:53	-0.64	23.76	11.07	2.99	5.04	8.08	19.00	17.05	0.00	0.14	1.84	0.00	1.98	90.48	24.78	23.79	-1.0000000000
04.10.2012	11:18:56	-0.62	23.80	11.37	3.78	6.62	8.76	20.10	18.73	0.38	0.33	1.84	0.00	2.55	90.58	24.75	23.92	-1.0000000000
04.10.2012	11:18:59	-0.63	23.81	11.42	3.63	5.78	9.08	20.08	19.25	0.39	0.28	1.86	0.00	2.54	90.83	24.66	23.91	-1.0000000000
04.10.2012	11:19:01	-0.63	23.80	11.23	3.48	6.10	9.05	20.42	19.35	0.74	0.28	1.74	0.00	2.77	91.14	24.74	23.86	-1.0000000000
04.10.2012	11:19:04	-0.61	23.77	10.62	3.28	6.02	9.71	20.06	18.33	0.98	0.35	1.54	0.00	2.87	91.14	24.81	24.00	-1.0000000000
04.10.2012	11:19:07	-0.62	23.75	8.83	3.15	6.59	8.46	19.58	18.61	2.48	0.21	0.83	0.00	3.53	91.02	24.61	24.21	-1.0000000000
