date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
17.10.2012	11:06:11	-0.67	17.83	16.58	5.89	13.29	18.07	42.33	37.79	8.46	0.82	1.46	0.00	10.74	98.43	19.87	18.31	148.4271124718
17.10.2012	11:06:15	-0.64	17.81	15.89	5.57	12.90	18.16	39.94	35.38	7.74	0.92	1.40	0.00	10.06	98.37	19.84	18.40	135.2161575793
17.10.2012	11:06:18	-0.65	17.81	16.59	5.90	15.12	20.01	37.34	34.11	6.36	1.53	1.63	0.00	9.52	98.09	19.77	18.30	167.2627505895
17.10.2012	11:06:21	-0.65	17.83	16.60	5.35	15.12	18.40	37.39	33.77	6.21	1.34	1.71	0.00	9.25	98.19	19.97	18.42	171.0932849355
17.10.2012	11:06:23	-0.66	17.82	15.34	4.98	12.58	16.42	36.18	32.43	6.24	0.90	1.53	0.00	8.67	97.98	19.86	18.43	156.4237560744
17.10.2012	11:06:26	-0.65	17.86	14.89	4.97	11.59	15.33	33.43	31.12	5.29	0.83	1.61	0.00	7.73	97.44	19.99	18.60	212.6097574421
17.10.2012	11:06:29	-0.66	17.91	14.30	4.70	11.13	15.55	32.05	30.12	5.14	0.87	1.47	0.00	7.49	97.45	19.94	18.63	204.3507128406
17.10.2012	11:06:32	-0.66	17.82	14.28	4.67	11.40	15.78	32.62	30.13	5.39	0.89	1.43	0.00	7.70	97.34	19.94	18.65	175.7301378900
17.10.2012	11:06:34	-0.66	17.82	14.84	4.86	11.54	15.55	33.24	29.46	4.89	0.87	1.69	0.00	7.45	97.78	19.83	18.89	163.0768622204
17.10.2012	11:06:37	-0.66	17.96	16.32	4.97	11.05	15.70	35.02	30.31	4.27	0.79	2.21	0.00	7.27	98.08	19.88	18.80	204.7684164286
