name,in-28F,pH2_s-28F,1-28F,2-28F,3-28F,4-28F,62-28F,48-28F,53-28F,65-28F,60-28F,67-28F,90-28F,85-28F,96-28F,97-28F,98-28F,106-28F,71-28F,79-28F,pH2_r-28F,pH12-28F,salt-28F
Rhodanobacter sp,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0
Burkholderia sediminicola,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0
Burkholderia oklahomensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cupriavidus basilensis,0,0,0,0,0,15,0,0,11,0,10,1,0,0,0,0,0,0,0,0,0,0,0
Prosthecomicrobium sp,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
Burkholderia xenovorans,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,7,3,0,0,0,0,0
Hydrogenophaga sp,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacillus boroniphilus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyella soli,0,0,0,0,0,0,0,110,27,4,195,18,300,2286,0,0,334,0,0,0,0,0,0
Dyella sp,0,0,0,0,0,0,0,38,13,4,46,3,81,763,0,0,169,0,0,0,0,0,0
Pedobacter sp,12,0,5,0,11,0,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Comamonas testosteroni,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mucilaginibacter sp,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,155,0,0,0,0,0,0
Collimonas sp,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas trivialis,0,0,177,102,1,926,186,1,163,19,22,28,0,0,0,0,0,0,0,69,0,0,0
Paenibacillus chondroitinus,0,0,30,11,20,0,50,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkholderia phytofirmans,0,0,2,0,0,0,0,0,0,0,0,0,2,6,0,0,3,2,0,0,0,0,0
Bacillus sp,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comamonas sp,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas mandelii,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
