date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
06.11.2012	10:52:03	-0.64	20.96	222.74	76.66	267.58	343.17	1237.12	642.76	360.86	0.00	0.00	0.00	360.86	86.88	23.18	21.28	3.5025490560
06.11.2012	10:52:07	-0.65	20.93	222.32	76.18	267.13	342.79	1236.02	645.13	360.79	0.00	0.00	0.00	360.79	86.99	23.33	21.28	3.7814808196
06.11.2012	10:52:09	-0.63	21.06	222.74	75.88	267.10	341.60	1234.04	643.40	360.15	0.00	0.00	0.00	360.15	86.92	23.20	21.36	3.7056592643
06.11.2012	10:52:12	-0.64	20.97	222.89	76.44	266.64	342.10	1238.38	641.12	360.86	0.00	0.00	0.00	360.86	86.75	23.16	21.42	3.3734048821
06.11.2012	10:52:15	-0.66	21.01	222.66	76.54	268.11	343.92	1236.44	640.39	360.56	0.00	0.00	0.00	360.56	87.04	23.15	21.54	3.2837681025
06.11.2012	10:52:18	-0.64	20.94	221.37	76.38	268.88	342.65	1233.21	641.46	359.89	0.00	0.00	0.00	359.89	86.75	23.18	21.54	3.5273260478
06.11.2012	10:52:21	-0.64	20.87	222.79	75.93	266.92	341.41	1234.97	641.25	360.12	0.00	0.00	0.00	360.12	86.82	23.16	21.65	3.4934612386
06.11.2012	10:52:23	-0.62	20.98	222.96	76.03	266.44	341.86	1236.13	643.17	360.56	0.00	0.00	0.00	360.56	86.99	23.12	21.67	3.6250007573
06.11.2012	10:52:26	-0.64	20.91	222.56	76.59	266.74	342.39	1238.08	644.36	361.12	0.00	0.00	0.00	361.12	86.66	23.26	21.86	3.6652343323
06.11.2012	10:52:29	-0.64	21.01	223.61	77.53	267.45	343.74	1243.43	646.54	362.62	0.00	0.00	0.00	362.62	86.93	23.27	21.81	3.6249961323
