date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
06.11.2012	11:13:56	-0.64	20.33	11.31	4.08	7.86	11.67	28.94	22.43	4.37	0.23	1.18	0.00	5.79	96.79	23.10	20.97	29.6838261512
06.11.2012	11:14:00	-0.63	20.44	11.26	4.13	7.67	10.99	27.73	22.00	3.86	0.21	1.26	0.00	5.34	96.74	23.07	21.17	41.4356985072
06.11.2012	11:14:03	-0.66	20.40	11.30	3.97	7.23	10.51	26.76	21.52	3.34	0.18	1.37	0.00	4.89	96.92	22.99	21.17	52.8805770848
06.11.2012	11:14:06	-0.64	20.40	11.96	4.14	7.00	10.58	26.20	20.97	2.41	0.23	1.70	0.01	4.34	96.69	23.03	21.21	70.6478974000
06.11.2012	11:14:08	-0.62	20.35	11.53	4.22	7.04	11.07	26.27	21.50	3.15	0.15	1.29	0.26	4.86	96.71	23.01	21.19	72.2114865341
06.11.2012	11:14:11	-0.64	20.38	11.60	4.12	7.53	11.19	26.70	22.22	3.30	0.29	1.41	0.00	5.00	96.87	23.10	21.33	80.4080627250
06.11.2012	11:14:14	-0.65	20.41	11.50	4.16	7.65	11.17	26.68	22.21	3.39	0.30	1.36	0.00	5.05	96.70	23.10	21.50	76.4454881761
06.11.2012	11:14:17	-0.63	20.33	11.45	4.18	7.62	10.90	27.10	21.93	3.47	0.24	1.36	0.00	5.08	97.05	23.24	21.47	57.2656510880
06.11.2012	11:14:19	-0.63	20.50	11.75	4.15	7.30	11.26	26.72	21.84	3.06	0.29	1.50	0.00	4.85	96.56	23.04	21.49	75.3445186965
06.11.2012	11:14:22	-0.64	20.36	11.82	4.05	7.99	11.62	28.14	22.27	3.64	0.31	1.41	0.00	5.36	96.76	23.21	21.59	45.1263138898
