date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
23.10.2012	10:49:07	-0.61	18.33	11.19	3.93	6.23	9.58	21.32	18.08	0.98	0.17	1.54	0.34	3.03	96.72	20.60	18.50	102.4577276191
23.10.2012	10:49:11	-0.61	18.26	11.37	3.85	6.33	9.77	20.80	18.88	0.66	0.38	1.79	0.00	2.83	96.69	20.74	18.52	197.5844023004
23.10.2012	10:49:14	-0.60	18.27	11.18	3.76	6.21	10.09	20.59	19.43	0.92	0.40	1.67	0.00	3.00	96.52	20.56	18.73	286.3403637661
23.10.2012	10:49:17	-0.62	18.45	10.77	3.68	6.40	10.00	20.89	19.13	1.33	0.38	1.51	0.00	3.22	96.54	20.70	18.60	191.6446853650
23.10.2012	10:49:20	-0.61	18.41	10.29	3.76	6.80	10.25	20.61	18.53	1.58	0.45	1.33	0.00	3.36	96.56	20.70	18.79	117.4790515201
23.10.2012	10:49:22	-0.61	18.36	10.23	3.62	6.62	10.16	20.31	18.25	1.47	0.43	1.33	0.01	3.24	96.47	20.72	18.76	116.2462082480
23.10.2012	10:49:25	-0.61	18.41	10.04	3.75	6.40	10.01	20.77	18.48	1.94	0.25	1.09	0.25	3.54	96.37	20.55	18.96	101.7187923430
23.10.2012	10:49:28	-0.62	18.27	10.18	3.75	6.57	10.22	20.58	18.52	1.74	0.35	1.20	0.16	3.45	96.52	20.66	18.99	120.3262057115
23.10.2012	10:49:31	-0.60	18.38	10.33	3.88	6.42	9.94	20.73	18.55	1.66	0.27	1.23	0.22	3.39	96.52	20.68	18.95	130.3160936593
23.10.2012	10:49:34	-0.62	18.45	10.59	3.83	6.23	10.15	21.05	19.14	1.68	0.26	1.28	0.23	3.45	96.32	20.61	19.04	177.4192495211
