date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
23.10.2012	10:33:37	-0.59	18.07	104.51	36.87	117.14	152.08	525.88	297.35	155.21	0.00	0.00	0.00	155.21	91.51	20.10	18.45	8.3185155271
23.10.2012	10:33:41	-0.62	18.17	104.64	36.88	118.05	153.21	527.91	298.05	155.82	0.00	0.00	0.00	155.82	91.51	20.09	18.36	8.1330110948
23.10.2012	10:33:44	-0.60	18.14	103.83	37.16	118.50	153.63	526.96	299.03	155.73	0.00	0.00	0.00	155.73	91.45	20.20	18.43	8.5892444060
23.10.2012	10:33:47	-0.59	18.19	105.39	37.11	120.18	154.28	529.30	299.81	156.46	0.02	0.00	0.00	156.48	91.22	20.09	18.61	8.3556254592
23.10.2012	10:33:49	-0.62	18.16	105.43	36.80	119.52	153.97	528.88	300.61	156.41	0.00	0.00	0.00	156.41	91.24	20.17	18.59	8.7188881411
23.10.2012	10:33:52	-0.60	18.23	105.43	36.53	118.76	153.34	529.53	300.05	156.42	0.00	0.00	0.00	156.42	91.25	20.22	18.60	8.4786807695
23.10.2012	10:33:55	-0.61	18.09	105.28	36.87	118.58	154.17	527.81	299.44	156.04	0.00	0.00	0.00	156.04	91.03	20.13	18.65	8.5312402075
23.10.2012	10:33:58	-0.62	18.13	104.22	36.97	119.37	154.98	528.44	299.68	156.21	0.04	0.00	0.00	156.25	91.00	20.24	18.69	8.4661280993
23.10.2012	10:34:00	-0.62	18.18	104.79	37.49	120.79	155.45	530.79	300.10	156.81	0.12	0.00	0.00	156.93	91.13	20.15	18.80	8.1711801123
23.10.2012	10:34:03	-0.59	18.10	105.01	37.49	121.49	156.38	532.90	301.47	157.44	0.17	0.00	0.00	157.61	91.12	20.27	18.90	8.2190754493
