date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
26.10.2012	14:17:10	-0.66	22.62	16.91	4.89	8.45	13.10	33.85	25.09	1.63	0.38	3.08	0.00	5.08	82.24	24.32	22.37	92.3283248401
26.10.2012	14:17:14	-0.65	22.64	16.29	5.14	8.72	13.65	33.70	23.95	2.41	0.12	2.34	0.78	5.66	83.16	24.22	22.37	47.4199065174
26.10.2012	14:17:17	-0.65	22.64	14.69	4.65	8.03	12.40	31.79	23.47	2.66	0.19	2.22	0.24	5.32	83.92	24.42	22.44	56.8616767070
26.10.2012	14:17:20	-0.65	22.69	15.50	4.84	7.31	13.33	31.23	22.43	1.94	0.00	2.13	1.00	5.07	84.56	24.29	22.59	62.3949807893
26.10.2012	14:17:23	-0.65	22.67	19.73	5.63	10.12	15.89	37.51	26.09	1.20	0.48	3.44	0.63	5.75	85.26	24.30	22.61	57.7781485218
26.10.2012	14:17:25	-0.65	22.75	19.46	5.40	11.44	15.06	43.26	29.84	3.81	0.40	3.33	0.00	7.55	85.92	24.32	22.62	54.0603459954
26.10.2012	14:17:28	-0.64	22.73	18.71	4.91	9.79	13.21	39.38	28.34	2.65	0.24	3.38	0.00	6.27	86.72	24.24	22.68	91.8575027619
26.10.2012	14:17:31	-0.66	22.60	17.78	5.14	8.93	13.61	41.01	27.10	3.72	0.00	2.96	0.19	6.87	87.19	24.31	22.79	26.4155763867
26.10.2012	14:17:34	-0.65	22.59	19.09	5.31	9.54	14.63	41.59	27.63	2.97	0.20	3.38	0.17	6.72	87.88	24.32	22.87	35.1095496583
26.10.2012	14:17:37	-0.66	22.64	20.25	5.61	10.59	15.20	40.53	27.95	1.71	0.55	3.89	0.00	6.15	88.24	24.32	22.75	57.0842993066
