date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
26.10.2012	14:05:58	-0.64	22.56	238.53	81.86	269.67	351.10	1215.69	629.45	356.37	0.00	0.00	0.00	356.37	84.83	24.31	22.65	2.6634583549
26.10.2012	14:06:02	-0.66	22.55	234.12	81.07	269.12	348.91	1213.08	627.03	355.24	0.00	0.00	0.00	355.24	84.66	24.22	22.59	2.5952879814
26.10.2012	14:06:05	-0.64	22.54	236.18	81.37	268.35	347.59	1212.93	626.52	355.13	0.00	0.00	0.00	355.13	84.68	24.31	22.67	2.5811046161
26.10.2012	14:06:08	-0.64	22.46	232.12	81.68	267.45	347.16	1211.82	626.12	354.64	0.00	0.00	0.00	354.64	84.53	24.30	22.58	2.6290279623
26.10.2012	14:06:11	-0.65	22.60	232.11	81.77	265.60	345.98	1208.76	624.05	353.64	0.00	0.00	0.00	353.64	84.54	24.13	22.81	2.6084233908
26.10.2012	14:06:13	-0.64	22.54	233.06	81.97	266.65	347.38	1207.97	623.53	353.60	0.00	0.00	0.00	353.60	84.62	24.21	22.75	2.5550896583
26.10.2012	14:06:16	-0.65	22.56	234.38	82.71	266.87	346.37	1206.80	622.21	353.24	0.00	0.00	0.00	353.24	84.69	24.13	22.96	2.5016024542
26.10.2012	14:06:19	-0.66	22.48	238.59	82.83	265.47	345.09	1207.84	622.36	353.50	0.00	0.00	0.00	353.50	84.64	24.27	22.96	2.5193856601
26.10.2012	14:06:22	-0.65	22.63	238.46	82.59	265.95	345.57	1207.54	624.38	353.67	0.00	0.00	0.00	353.67	84.68	24.32	23.12	2.6735919402
26.10.2012	14:06:24	-0.65	22.60	236.54	82.50	267.32	347.22	1212.20	625.14	354.81	0.00	0.00	0.00	354.81	84.54	24.28	23.00	2.5265032143
