date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
26.10.2012	14:03:18	-0.65	22.67	342.59	132.88	340.82	480.81	1317.36	677.59	345.80	5.26	3.59	33.65	388.31	81.72	24.04	22.61	3.1686248870
26.10.2012	14:03:22	-0.65	22.71	349.32	133.19	340.43	479.77	1320.00	676.38	339.91	5.38	6.64	33.29	385.22	81.85	24.17	22.54	3.1300946772
26.10.2012	14:03:25	-0.65	22.72	344.39	134.66	342.28	485.07	1321.83	677.71	348.41	4.06	1.39	37.48	391.35	81.88	23.97	22.58	2.9806771714
26.10.2012	14:03:28	-0.66	22.86	350.00	136.07	346.76	485.97	1324.59	680.29	342.81	6.33	5.78	33.64	388.55	81.70	24.13	22.58	3.1677437504
26.10.2012	14:03:31	-0.64	22.72	347.60	136.68	343.43	483.48	1325.43	680.40	346.26	4.53	3.43	36.11	390.32	81.79	24.28	22.81	3.1666220005
26.10.2012	14:03:33	-0.64	22.74	354.90	136.71	340.65	482.01	1322.47	676.66	338.27	4.06	6.08	37.31	385.72	81.83	24.13	22.91	3.2058276500
26.10.2012	14:03:36	-0.64	22.66	350.06	137.64	343.02	484.61	1320.49	678.44	343.05	4.36	3.60	37.67	388.68	81.77	24.14	22.79	3.2850773396
26.10.2012	14:03:39	-0.65	22.74	354.64	139.16	342.95	486.04	1321.34	678.01	340.39	3.81	4.08	39.67	387.95	81.85	24.13	22.77	3.3305430209
26.10.2012	14:03:42	-0.66	22.69	360.31	139.49	346.03	493.08	1327.65	681.04	339.57	4.22	4.77	40.82	389.38	81.73	24.21	22.92	3.3322289471
26.10.2012	14:03:45	-0.65	22.90	357.89	139.91	346.00	492.23	1327.36	681.71	341.70	4.06	3.82	40.80	390.39	81.60	24.13	22.93	3.3618006189
