date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
29.10.2012	13:26:05	-0.75	20.24	15.66	5.58	8.87	14.88	30.91	24.42	2.67	0.18	1.70	1.33	5.89	95.31	22.63	21.18	126.3651928555
29.10.2012	13:26:09	-0.78	20.14	15.74	5.77	9.18	15.33	30.68	24.73	2.67	0.27	1.68	1.35	5.97	95.33	22.69	21.13	147.8978402404
29.10.2012	13:26:12	-0.75	20.07	15.11	5.86	10.44	15.27	30.68	24.83	2.72	0.81	2.04	0.33	5.90	95.55	22.69	21.22	125.0292681412
29.10.2012	13:26:15	-0.76	20.15	15.34	6.01	10.93	15.33	31.10	24.57	2.54	0.90	2.19	0.22	5.85	95.74	22.76	21.21	102.0305632368
29.10.2012	13:26:18	-0.77	20.22	16.14	5.54	9.58	15.68	33.90	24.25	3.52	0.00	1.47	1.75	6.75	96.60	22.74	21.29	34.6574653041
29.10.2012	13:26:20	-0.76	20.24	15.67	5.28	8.76	14.97	31.29	23.67	2.78	0.04	1.56	1.60	5.98	96.56	22.79	21.24	74.7165071044
29.10.2012	13:26:23	-0.76	20.21	15.34	5.26	8.74	14.84	31.30	23.44	3.04	0.00	1.42	1.64	6.10	96.36	22.58	21.34	58.4806013807
29.10.2012	13:26:26	-0.76	20.19	15.11	5.08	8.78	14.77	30.53	23.80	2.80	0.23	1.64	1.17	5.84	96.56	22.80	21.43	95.8914415424
29.10.2012	13:26:29	-0.78	20.25	15.64	5.35	8.92	13.89	32.95	24.32	2.89	0.19	2.05	0.80	5.92	96.51	22.80	21.52	65.0733826603
29.10.2012	13:26:31	-0.76	20.17	16.42	5.23	8.27	16.28	32.06	23.51	2.55	0.00	1.59	1.95	6.09	96.38	22.80	21.53	82.1733313481
