date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
29.10.2012	13:07:07	-0.77	19.92	232.78	85.21	262.11	345.36	1144.66	584.32	331.49	2.68	1.26	0.00	335.42	85.67	22.45	20.49	1.9677560256
29.10.2012	13:07:11	-0.76	19.87	232.28	84.60	261.79	344.34	1144.46	584.40	331.83	2.51	1.10	0.00	335.43	85.85	22.42	20.50	1.9709594282
29.10.2012	13:07:14	-0.76	19.83	233.76	84.48	261.14	341.95	1146.06	585.13	330.93	2.13	1.75	0.00	334.81	85.72	22.61	20.59	2.0158079905
29.10.2012	13:07:17	-0.75	19.94	233.89	84.75	259.26	341.63	1142.32	582.41	328.76	2.17	2.19	0.00	333.12	85.78	22.57	20.74	1.9930624800
29.10.2012	13:07:20	-0.76	19.85	229.65	84.65	258.98	341.47	1139.83	581.55	331.54	2.11	0.62	0.00	334.28	85.82	22.44	20.59	1.9543236699
29.10.2012	13:07:22	-0.76	19.90	233.68	85.03	260.26	343.39	1142.12	582.67	329.17	2.47	1.97	0.00	333.61	85.70	22.51	20.74	1.9934787005
29.10.2012	13:07:25	-0.77	19.94	234.21	85.38	260.07	343.79	1141.70	582.96	328.62	2.55	2.18	0.00	333.35	85.49	22.49	20.87	2.0473186246
29.10.2012	13:07:28	-0.76	19.90	234.39	85.56	262.39	345.56	1142.12	584.52	329.34	2.94	1.94	0.00	334.22	85.67	22.53	20.94	2.1019380122
29.10.2012	13:07:31	-0.77	19.92	233.37	85.27	262.64	345.23	1141.21	583.41	329.72	2.95	1.61	0.00	334.28	85.60	22.60	20.93	2.0278326544
29.10.2012	13:07:34	-0.77	20.03	230.98	85.43	262.24	343.94	1138.98	582.15	330.72	2.82	0.87	0.00	334.40	85.79	22.70	20.89	1.9959161733
