date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
03.10.2012	11:21:28	-0.62	20.99	7.34	2.95	5.21	8.01	13.09	14.51	0.67	0.37	0.73	0.02	1.79	81.69	22.95	21.35	-1.0000000000
03.10.2012	11:21:32	-0.61	20.99	7.53	3.01	5.51	8.58	13.33	15.26	0.82	0.46	0.73	0.00	2.00	81.50	23.00	21.40	-1.0000000000
03.10.2012	11:21:34	-0.60	20.99	7.39	2.74	5.67	7.82	13.49	15.31	0.98	0.37	0.68	0.00	2.03	81.11	22.95	21.52	-1.0000000000
03.10.2012	11:21:37	-0.60	20.97	7.78	2.78	5.43	7.61	12.94	14.88	0.32	0.38	0.90	0.00	1.59	80.99	23.11	21.46	-1.0000000000
03.10.2012	11:21:40	-0.61	21.04	8.05	3.04	5.46	7.62	13.45	14.96	0.23	0.37	1.00	0.00	1.59	80.88	22.90	21.48	-1.0000000000
03.10.2012	11:21:43	-0.62	20.90	7.73	2.49	5.46	7.26	13.09	14.91	0.41	0.32	0.88	0.00	1.61	80.67	23.03	21.58	-1.0000000000
03.10.2012	11:21:46	-0.62	21.05	7.80	2.65	5.20	7.32	14.34	14.39	0.56	0.24	0.93	0.00	1.73	80.53	23.04	21.48	-1.0000000000
03.10.2012	11:21:48	-0.61	20.96	8.07	3.11	5.60	8.25	14.72	15.75	0.86	0.37	0.89	0.00	2.12	80.23	23.14	21.81	-1.0000000000
03.10.2012	11:21:51	-0.61	21.04	8.20	2.83	5.64	8.07	15.73	16.87	1.34	0.29	0.84	0.00	2.47	80.17	23.04	21.77	-1.0000000000
03.10.2012	11:21:54	-0.62	20.91	7.83	2.80	5.38	7.25	14.64	15.44	0.89	0.23	0.86	0.00	1.99	79.94	23.08	21.80	-1.0000000000
