id_study,system,y0.n0p0,y0.n1p0,y0.n0p1,y0.n1p1,cat,rn,rp,rnp,rint
HLH642,FRESHWATER,0.233999999999999,0.358799999999999,0.262199999999999,0.355200000000001,a,0.42744401482694,0.1137864559719,0.41735989576032,-13.5897435897429
HLH643,FRESHWATER,0.0785999999999997,0.0873600000000002,0.0706199999999998,0.1041,g,0.10566581256144,-0.10705830893492,0.28098027618577,31.4503816793896
HLH644,FRESHWATER,0.2652,0.304200000000001,0.306600000000001,0.306600000000001,g,0.13720112151349,0.14505970812601,0.14505970812601,-14.7058823529417
HLH645,FRESHWATER,0.603,0.8862,0.7164,0.8922,a,0.385025462038204,0.172321473459372,0.391773125966979,-17.810945273632
HLH646,FRESHWATER,0.6636,0.6432,0.5748,0.6684,g,-0.0312238404515319,-0.143657404111419,0.00720723840494983,17.1790235081374
HLH647,FRESHWATER,1.296,1.44,1.1154,1.248,g,0.105360515657826,-0.150069512956767,-0.0377403279828471,-0.879629629629601
HLH661,FRESHWATER,1.840314327,3.1916833,2.080627534,5.08609236999999,b,0.550612070950836,0.122733160327251,1.01657344153271,89.8811599047012
HLH662,FRESHWATER,0.588826883,0.971662365,0.700140479,1.319126714,b,0.500876159364056,0.173148775553294,0.80659299269514,40.1052940716362
HLH663,FRESHWATER,2.2075536,2.035902207,3.2343409,2.97634370599999,a,-0.0809458684525419,0.381940232793045,0.298810668847705,-3.91137959232395
HLH664,FRESHWATER,3.12509995600001,3.79194189000001,3.866844407,5.22757442100001,g,0.19341199131144,0.2129725071185,0.51448112006438,22.2037083539612
HLH665,FRESHWATER,2.25956737,4.39220652899998,2.067109783,11.644216928,b,0.664658361252994,-0.089021974226559,1.63963628997814,329.464307408549
HLH666,FRESHWATER,8.382841217,9.85800255399997,7.378940807,8.14565018799997,g,0.16209666295695,-0.12755679817974,-0.0287028388949797,-8.45121525817875
HLH667,FRESHWATER,5.757095685,7.62237379,5.519904705,7.10741972100002,g,0.28065471599204,-0.0420725296382699,0.21070614331783,-4.8247085717836
HLH668,FRESHWATER,0.672044239,1.126664096,0.605464554,1.278551189,a,0.51669224794798,-0.104328148971502,0.643158662054325,32.5077971541096
HLH669,FRESHWATER,1.583365243,1.244223084,1.995328914,2.181544776,g,-0.241041176435121,0.231256423276284,0.32048075604845,33.1798379004838
HLH670,FRESHWATER,0.055148856,1.278555281,0.0967614090000005,8.65436247499997,d,3.14345003069102,0.56221224538086,5.05578280310569,13298.9062202849
HLH671,FRESHWATER,0.2,0.289999999999999,0.643965809,0.534733098,f,0.37156355643248,1.169328266532,0.983450373621829,-99.6163554999996
HLH672,FRESHWATER,2.47802618,2.285568182,2.89311512700001,2.482190553,g,-0.0808476973564188,0.154871472101777,0.00167910968515401,-8.81615286243735
HLH673,FRESHWATER,0.016650021,0.0312150660000001,0.00416649700000001,5.31912414600001,h,0.62848938519265,-1.38533584287585,5.76665245688455,31834.1496626342
HLH674,FRESHWATER,7.44448040699998,9.39298341800001,7.37061824400001,8.26424570199998,g,0.23249009281952,-0.00997128358399003,0.10446559014821,-14.1699016630922
HLH675,FRESHWATER,1.368022373,8.14877125799999,0.807294552,10.320941123,h,1.78450097639809,-0.527432854623389,2.02080877638585,199.76995551666
HLH676,FRESHWATER,2.39761763,0.595610818,5.06602570200001,4.30129985400002,h,-1.39264340532026,0.748081034817528,0.584441678466718,43.2629853493366
HLH677,FRESHWATER,2.514833522,0.718474863,3.295443707,3.20646951900001,h,-1.25283116678628,0.270334212261565,0.242963886233175,67.8925446183076
HLH678,FRESHWATER,4.60740546599999,0.884058802,5.180063202,3.119617452,h,-1.65089659339128,0.11715236442116,-0.38995451016858,36.0919160744858
HLH679,FRESHWATER,5.65714285700001,5.65714285700001,7.2,7.54285714299999,g,0,0.24116205684214,0.28768207249597,6.06060606328407
HLH680,FRESHWATER,7.37142857099997,7.2,9.42857142900003,6.51428571400002,g,-0.0235304973520498,0.24613306964251,-0.12361395595289,-37.2093023432494
HLH681,FRESHWATER,2.4,2.057142857,2.571428571,3.25714285699999,c,-0.154150679896703,0.068992871320285,0.30538164950732,42.8571428749997
HLH682,FRESHWATER,0.239999999999999,0.274285714,0.377142857,0.514285714,b,0.13353139158286,0.451985123364274,0.762140051491346,42.8571429166665
HLH683,FRESHWATER,1.44,1.268571429,1.268571429,1.371428571,g,-0.126751705301306,-0.126751705301306,-0.0487901644819321,19.0476189583334
HLH684,FRESHWATER,0.342857142999999,0.342857142999999,0.685714286,0.685714286,a,0,0.693147180559949,0.693147180559949,0
HLH685,FRESHWATER,41.56626506,78.3132530100002,204.8192771,60.24096386,f,0.63342794583797,1.59483911297757,0.37106368147263,-436.231884024849
HLH686,FRESHWATER,1200,13285.71429,21000,34285.7142899995,d,2.40436778762657,2.86220088092947,3.35240721761771,99.9999999999577
HLH707,FRESHWATER,8.78277464100002,6.55432006500002,17.82772916,20.18727819,b,-0.29266799191409,0.70796268707496,0.83226023736937,52.2386579815234
HLH708,FRESHWATER,7.07865658200003,5.89889055300001,22.8089988600001,17.5655574,h,-0.18231985003088,1.17007100353808,0.90885587737929,-57.4074385997673
HLH709,FRESHWATER,5.37453842,9.17604412900003,18.3520734499999,14.68166448,f,0.53492349401423,1.22806986769019,1.00492670597766,-139.024304881609
HLH710,FRESHWATER,5.19311820900001,16.6156879500001,20.76092669,42.7558772800002,d,1.16301297856019,1.38573836780226,2.10817233842135,203.58444432629
HLH711,FRESHWATER,7.77221527599998,17.8673955999999,4.84399559499999,32.1193627999999,h,0.83242234703309,-0.47281531373277,1.4189038207239,221.046204600779
HLH712,FRESHWATER,9.023930395,12.52294454,7.41725449400001,107.3725611,b,0.32768254351489,-0.19607100698452,2.47642468478722,1068.8944643727
HLH714,FRESHWATER,0.416585366,0.679512195,0.358536584999998,1.871219512,b,0.489283779460479,-0.150060695947434,1.5022542417592,300.000000000001
JES028,MARINE,0.0582000000000003,0.283609999999999,0.0593899999999999,0.30866,b,1.58371470022981,0.0202405072903701,1.66835499273529,40.9965635738854
JES044,MARINE,6.71799999999999,7.42499999999997,7.02999999999997,6.72000000000001,g,0.10006219349866,0.0453962146324699,0.000297663344960035,-15.1384340577544
JES045,MARINE,5.63599999999998,5.69,5.43999999999999,4.40099999999998,g,0.00953565410180982,-0.03539553316858,-0.24734280620748,-19.3931866572044
JES046,MARINE,4.63999999999998,4.84999999999999,4.15000000000001,5,g,0.0442643387112299,-0.11160603199555,0.0747235461959401,13.7931034482754
JES047,MARINE,2.505,2.23,3.72999999999998,3.74,a,-0.116287149064801,0.398119499118892,0.400796876889612,11.3772455089826
JES048,MARINE,3.30299999999999,3.59599999999999,5.44299999999998,4.83399999999999,a,0.0849909702007198,0.49949923304341,0.38084313587264,-27.3085074174989
JES049,MARINE,2.80200000000001,2.85,3.74,5.13999999999998,c,0.0169855463657401,0.28875216351162,0.60671963155225,48.2512491077797
JES050,MARINE,475.250000000001,73.0500000000001,348.089999999999,25.2000000000001,h,-1.87269684317183,-0.311379914340979,-2.93699698685116,16.6880589163601
JES066,MARINE,23.54,19.59,20.1,19.5,g,-0.18368186987568,-0.1579812867671,-0.18828663626243,14.2310960067967
JES067,MARINE,32.52,45.2700000000001,44.8,45.13,a,0.33078927676826,0.32035285474133,0.3276919291593,-38.1918819188196
JES073,MARINE,6.13,5.32999999999998,9.41999999999998,16.7999999999999,b,-0.13984351177037,0.42964033864015,1.00818413646109,133.442088091354
JES074,MARINE,3.25000000000001,4.19999999999999,4.63999999999998,6.40000000000002,a,0.25642952894767,0.35605936989651,0.67764299402398,24.9230769230789
