Blank1_1	Blank1_1	FluoOptima	09/06/2013 16:54:49
0.293	0.3174	0.3063	0.2991	0.3043	0.3115	0.3101	0.3064	0.3091	0.3142	0.31	0.306
0.2985	0.3493	0.3418	0.3359	0.3515	0.2864	0.3451	0.3318	0.351	0.3407	0.3544	0.2999
0.2808	0.3123	0.3187	0.2975	0.3169	0.3012	0.3099	0.3007	0.3208	0.3004	0.303	0.2852
0.2875	0.3074	0.3117	0.2976	0.3183	0.2954	0.3066	0.2963	0.3118	0.2957	0.2956	0.2871
0.2786	0.293	0.2956	0.2839	0.2978	0.2903	0.2967	0.2873	0.3087	0.2748	0.2732	0.2805
0.288	0.3017	0.3011	0.2897	0.3097	0.2976	0.3043	0.2835	0.296	0.2739	0.2723	0.2807
0.2893	0.3061	0.3028	0.2961	0.3183	0.302	0.303	0.2862	0.3024	0.2806	0.2814	0.283
0.295	0.3229	0.3344	0.3362	0.3399	0.3355	0.3344	0.3394	0.335	0.3213	0.3079	0.3002

Blank2_1	Blank2_1	FluoOptima	09/06/2013 16:57:57
0.2952	0.32	0.3056	0.2989	0.3098	0.3131	0.3072	0.3052	0.3096	0.3087	0.304	0.3057
0.3065	0.3365	0.3333	0.3272	0.3314	0.281	0.332	0.3216	0.3446	0.3317	0.3161	0.2924
0.2846	0.3107	0.3105	0.3006	0.3135	0.2656	0.3085	0.2978	0.3211	0.3024	0.3025	0.2822
0.2898	0.3054	0.3047	0.2917	0.3109	0.2941	0.3066	0.2987	0.3155	0.294	0.3003	0.284
0.2833	0.2905	0.2949	0.2847	0.2976	0.2886	0.2989	0.2841	0.2978	0.276	0.2818	0.2822
0.2903	0.3032	0.3004	0.2874	0.3084	0.2945	0.3032	0.2858	0.295	0.2796	0.2744	0.2812
0.2983	0.3042	0.3032	0.2933	0.3156	0.3029	0.3081	0.2841	0.3067	0.2872	0.2773	0.2849
0.2949	0.3271	0.3209	0.3358	0.3382	0.3377	0.3292	0.3256	0.3276	0.3137	0.3011	0.2994

Blank3_1	Blank3_1	FluoOptima	09/06/2013 17:01:04
0.2771	0.3021	0.2808	0.2685	0.264	0.2777	0.2795	0.2648	0.271	0.2803	0.2762	0.283
0.2877	0.3331	0.3252	0.32	0.3355	0.2639	0.3267	0.3207	0.3403	0.3196	0.3245	0.2861
0.2774	0.2971	0.2943	0.2826	0.3029	0.2888	0.2903	0.2842	0.3044	0.2911	0.2988	0.2745
0.2772	0.2938	0.2896	0.2765	0.2994	0.2845	0.2965	0.288	0.3117	0.2865	0.2895	0.278
0.2735	0.2805	0.2851	0.2723	0.2792	0.2789	0.2855	0.2707	0.2879	0.2701	0.266	0.2734
0.2838	0.2929	0.2927	0.2779	0.2965	0.2908	0.2947	0.28	0.2939	0.2803	0.2768	0.2738
0.2827	0.2974	0.2895	0.2864	0.3054	0.2929	0.2909	0.2751	0.2912	0.272	0.2706	0.273
0.2894	0.3187	0.3087	0.3121	0.3193	0.3157	0.3116	0.3169	0.3155	0.3079	0.2934	0.2897

Blank4_1	Blank4_1	FluoOptima	09/06/2013 17:04:12
0.2829	0.3043	0.2944	0.2843	0.2839	0.2936	0.2932	0.2829	0.2989	0.2944	0.2914	0.2984
0.2961	0.3368	0.327	0.3285	0.3453	0.2604	0.3377	0.3306	0.3517	0.3346	0.3422	0.2972
0.2829	0.2984	0.3046	0.2931	0.3093	0.3012	0.306	0.3019	0.3183	0.3031	0.3055	0.2834
0.2842	0.3005	0.3028	0.2818	0.3097	0.2871	0.3046	0.2989	0.3142	0.2968	0.3021	0.2859
0.2756	0.2847	0.2974	0.2895	0.2974	0.2843	0.2926	0.2837	0.2953	0.2781	0.2796	0.2833
0.2837	0.301	0.2993	0.2886	0.3064	0.2999	0.306	0.2808	0.3019	0.2919	0.2851	0.2826
0.2917	0.2987	0.3007	0.2927	0.3212	0.3024	0.3083	0.2805	0.309	0.2987	0.2811	0.2816
0.2892	0.3154	0.3086	0.3167	0.327	0.3225	0.3213	0.3213	0.3304	0.3116	0.3019	0.2988

