Blank1_1	Blank1_1	FluoOptima	09/07/2013 15:59:00
0.2923	0.3042	0.3161	0.3079	0.3186	0.3216	0.3116	0.3064	0.3102	0.314	0.3031	0.3048
0.2959	0.3744	0.3745	0.3655	0.3833	0.3654	0.3767	0.3613	0.3828	0.3725	0.3697	0.3002
0.2649	0.3242	0.3275	0.3162	0.3308	0.3159	0.3208	0.3122	0.335	0.313	0.3161	0.2899
0.2827	0.3122	0.315	0.2975	0.3242	0.2999	0.3146	0.3063	0.3215	0.3102	0.3124	0.2902
0.2654	0.2958	0.3006	0.2916	0.299	0.2956	0.3026	0.2822	0.3129	0.2867	0.2744	0.2833
0.2762	0.3017	0.3047	0.2941	0.3125	0.2993	0.3013	0.2764	0.2884	0.2747	0.2754	0.2841
0.2953	0.3041	0.302	0.2923	0.316	0.3068	0.2834	0.2756	0.2928	0.2761	0.2664	0.2851
0.2975	0.3249	0.3251	0.3265	0.3348	0.3315	0.3328	0.3369	0.3368	0.322	0.3102	0.301

Blank2_1	Blank2_1	FluoOptima	09/07/2013 16:02:07
0.2898	0.2976	0.299	0.2961	0.3085	0.3194	0.3008	0.3008	0.3053	0.303	0.2962	0.2976
0.299	0.3664	0.3589	0.3664	0.3698	0.351	0.3562	0.3495	0.3795	0.3672	0.3568	0.2874
0.279	0.3176	0.3137	0.3055	0.322	0.311	0.3075	0.2986	0.3135	0.2976	0.3056	0.2752
0.2845	0.3045	0.3082	0.2948	0.3168	0.2918	0.3065	0.2969	0.3081	0.2956	0.2987	0.2784
0.27	0.2884	0.2941	0.2835	0.2964	0.2874	0.2964	0.2782	0.2921	0.2678	0.2688	0.2776
0.2846	0.3051	0.304	0.2882	0.3078	0.2919	0.2935	0.2715	0.2894	0.2729	0.271	0.2735
0.2925	0.308	0.3009	0.2905	0.3137	0.3034	0.2943	0.2815	0.3012	0.2855	0.276	0.2788
0.289	0.3156	0.3135	0.3181	0.3249	0.3234	0.3239	0.3265	0.3181	0.3063	0.2943	0.2894

Blank3_1	Blank3_1	FluoOptima	09/07/2013 16:05:14
0.29	0.2959	0.2961	0.2894	0.2857	0.3022	0.3012	0.2861	0.2944	0.2952	0.288	0.2855
0.2929	0.3715	0.3644	0.3602	0.3739	0.3584	0.3649	0.3586	0.378	0.3586	0.3622	0.2911
0.2845	0.3215	0.3178	0.3066	0.3246	0.3057	0.312	0.3012	0.3214	0.3078	0.311	0.2794
0.2825	0.3082	0.3065	0.2908	0.3107	0.292	0.3084	0.3003	0.322	0.3057	0.314	0.2804
0.2635	0.2887	0.2907	0.2814	0.2868	0.283	0.2942	0.2758	0.2897	0.2672	0.2621	0.2774
0.2894	0.3024	0.3012	0.2888	0.3089	0.2927	0.2947	0.2765	0.2976	0.2852	0.282	0.2774
0.2921	0.3067	0.3019	0.2957	0.3156	0.292	0.2976	0.2814	0.2966	0.2813	0.2773	0.279
0.2977	0.3255	0.3142	0.3235	0.331	0.3304	0.323	0.3269	0.3287	0.3204	0.3	0.2965

Blank4_1	Blank4_1	FluoOptima	09/07/2013 16:08:22
0.2872	0.299	0.2924	0.2952	0.2913	0.3019	0.3025	0.2933	0.304	0.3046	0.2926	0.2942
0.2901	0.3672	0.3613	0.3609	0.373	0.3537	0.3598	0.3531	0.382	0.3656	0.3585	0.2913
0.2818	0.3164	0.3175	0.3061	0.3211	0.3071	0.3156	0.3025	0.3213	0.3028	0.3076	0.2815
0.2818	0.3064	0.302	0.2888	0.3056	0.2872	0.3051	0.2983	0.3112	0.2991	0.309	0.2808
0.2701	0.2837	0.2854	0.2754	0.2857	0.2822	0.292	0.2767	0.2955	0.2703	0.2782	0.2769
0.2807	0.2947	0.2955	0.2838	0.303	0.2976	0.2957	0.2797	0.3032	0.2859	0.2882	0.2757
0.2902	0.2989	0.2945	0.2872	0.3151	0.298	0.3005	0.2789	0.2979	0.2824	0.278	0.2803
0.2895	0.3195	0.3138	0.3211	0.3333	0.3212	0.3163	0.3209	0.3245	0.312	0.2966	0.2929

