date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
11.12.2012	11:19:55	-0.77	18.47	8.99	3.75	8.91	12.67	29.17	29.09	7.68	0.30	0.00	0.00	7.99	90.66	20.99	18.90	106.5586143001
11.12.2012	11:19:59	-0.78	18.53	9.14	3.61	8.85	12.71	29.97	28.91	7.87	0.26	0.00	0.00	8.13	90.52	20.85	18.93	89.8631192963
11.12.2012	11:20:01	-0.77	18.49	9.12	3.68	8.83	12.70	29.57	28.71	7.75	0.28	0.00	0.00	8.03	90.70	20.95	19.09	92.1586997818
11.12.2012	11:20:04	-0.78	18.55	9.07	3.68	8.84	12.82	29.09	28.67	7.62	0.32	0.00	0.00	7.94	90.50	20.72	19.00	98.8830771891
11.12.2012	11:20:07	-0.77	18.50	9.17	3.67	9.00	12.70	28.86	29.03	7.60	0.34	0.00	0.00	7.93	90.15	20.80	19.20	110.2429424376
11.12.2012	11:20:10	-0.76	18.49	9.13	3.43	9.47	12.59	29.46	29.11	7.75	0.33	0.00	0.00	8.08	90.31	20.92	19.30	100.9492047260
11.12.2012	11:20:13	-0.77	18.58	8.95	3.58	9.33	12.62	29.40	29.21	7.74	0.32	0.00	0.00	8.06	90.23	20.89	19.12	104.4245552702
11.12.2012	11:20:15	-0.77	18.50	9.05	3.60	9.23	12.46	29.60	29.39	7.82	0.28	0.00	0.00	8.10	90.07	20.82	19.29	105.2172394132
11.12.2012	11:20:18	-0.79	18.36	8.93	3.53	9.20	12.12	29.85	29.41	7.89	0.22	0.00	0.00	8.11	89.93	20.85	19.33	102.3795570773
11.12.2012	11:20:21	-0.76	18.44	8.96	3.63	8.97	12.27	29.14	29.03	7.68	0.26	0.00	0.00	7.94	89.97	21.05	19.39	106.1935492575
