date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
11.12.2012	11:21:27	-0.79	18.45	8.38	3.41	8.50	11.81	27.04	28.05	7.06	0.27	0.00	0.00	7.33	85.83	20.90	19.41	124.4436836825
11.12.2012	11:21:31	-0.77	18.54	8.52	3.51	8.39	11.76	27.31	28.27	7.16	0.24	0.00	0.00	7.40	85.75	20.95	19.29	124.7593502790
11.12.2012	11:21:34	-0.77	18.52	8.38	3.48	8.35	11.66	27.21	27.85	7.09	0.23	0.00	0.00	7.32	85.79	20.87	19.33	116.8991095841
11.12.2012	11:21:37	-0.75	18.72	8.54	3.39	8.16	11.78	26.83	27.84	7.00	0.25	0.00	0.00	7.25	85.74	20.97	19.59	124.6189794348
11.12.2012	11:21:40	-0.77	18.43	8.40	3.39	8.29	11.68	26.46	27.70	6.89	0.27	0.00	0.00	7.16	85.64	20.82	19.46	128.6335576632
11.12.2012	11:21:42	-0.77	18.46	8.54	3.44	8.30	11.74	26.69	27.82	6.96	0.27	0.00	0.00	7.23	85.55	20.81	19.53	126.6284550124
11.12.2012	11:21:45	-0.77	18.55	8.34	3.26	8.36	11.65	26.92	27.76	7.01	0.25	0.00	0.00	7.25	85.64	20.71	19.68	120.2255134478
11.12.2012	11:21:48	-0.76	18.58	8.54	3.40	8.51	11.51	27.13	27.82	7.07	0.24	0.00	0.00	7.31	85.69	20.97	19.70	117.3824086031
11.12.2012	11:21:51	-0.77	18.67	8.56	3.42	8.40	11.54	26.77	28.09	7.01	0.25	0.00	0.00	7.26	85.38	20.94	19.77	132.0163501128
11.12.2012	11:21:54	-0.76	18.71	8.34	3.41	8.38	11.46	26.85	27.97	7.01	0.23	0.00	0.00	7.25	85.61	21.09	19.75	127.3089159486
