date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
11.12.2012	11:26:16	-0.76	18.48	96.82	33.49	116.39	145.98	564.82	300.40	162.90	0.00	0.00	0.00	162.90	88.80	21.06	19.38	6.5421986646
11.12.2012	11:26:20	-0.76	18.56	97.01	33.82	116.93	146.21	564.73	300.13	162.91	0.00	0.00	0.00	162.91	89.22	21.16	19.54	6.3757014264
11.12.2012	11:26:23	-0.78	18.50	97.73	34.00	116.76	146.47	564.07	300.83	162.87	0.00	0.00	0.00	162.87	89.25	21.07	19.39	6.4714295893
11.12.2012	11:26:26	-0.77	18.48	97.00	33.72	116.89	147.82	567.19	302.04	163.70	0.00	0.00	0.00	163.70	89.14	21.02	19.53	6.4770573105
11.12.2012	11:26:29	-0.77	18.58	97.51	33.92	116.80	147.41	566.97	301.30	163.57	0.00	0.00	0.00	163.57	89.16	20.99	19.51	6.3261794348
11.12.2012	11:26:31	-0.77	18.59	97.77	33.58	116.78	146.43	565.80	300.70	163.22	0.00	0.00	0.00	163.22	89.10	21.08	19.49	6.3648258597
11.12.2012	11:26:34	-0.77	18.67	98.12	33.77	115.82	146.59	565.85	300.43	163.18	0.00	0.00	0.00	163.18	89.11	21.02	19.66	6.3297831861
11.12.2012	11:26:37	-0.76	18.53	98.57	33.73	116.45	146.20	568.13	302.27	163.86	0.00	0.00	0.00	163.86	89.19	21.03	19.72	6.6062363846
11.12.2012	11:26:40	-0.76	18.61	97.74	34.04	116.86	147.51	570.20	302.97	164.43	0.00	0.00	0.00	164.43	88.94	21.02	19.92	6.5188173654
11.12.2012	11:26:42	-0.77	18.50	99.48	34.21	117.81	148.08	573.89	305.28	165.57	0.00	0.00	0.00	165.57	89.00	21.07	19.77	6.5276258398
