date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
11.12.2012	11:34:07	-0.77	18.28	45.38	15.31	29.32	43.70	99.86	62.84	10.79	2.02	6.84	2.22	21.87	92.57	21.12	19.37	66.2131977911
11.12.2012	11:34:11	-0.78	18.35	44.67	15.08	28.33	43.19	97.54	62.30	10.63	1.86	6.53	2.49	21.51	91.61	21.23	19.39	75.9919732588
11.12.2012	11:34:14	-0.76	18.31	44.79	15.11	28.53	42.89	96.68	62.58	9.89	2.19	7.04	1.81	20.94	91.91	21.06	19.40	88.3743264862
11.12.2012	11:34:16	-0.76	18.44	45.36	14.82	28.90	42.91	98.38	62.56	9.71	2.31	7.46	1.43	20.91	92.40	21.26	19.46	76.2816042164
11.12.2012	11:34:19	-0.76	18.47	45.78	15.31	29.14	43.22	99.65	62.84	10.12	2.11	7.24	1.92	21.39	92.31	21.02	19.61	71.8787961732
11.12.2012	11:34:22	-0.76	18.18	45.16	15.23	29.58	44.22	100.35	62.82	11.33	1.98	6.57	2.41	22.29	92.52	21.16	19.61	59.4598532390
11.12.2012	11:34:25	-0.78	18.28	44.80	15.33	29.41	44.27	101.98	64.08	12.50	1.81	6.25	2.51	23.07	92.56	21.21	19.75	58.0910745580
11.12.2012	11:34:28	-0.77	18.32	44.50	15.50	29.62	45.01	102.97	64.83	13.59	1.66	5.74	2.92	23.92	92.79	21.08	19.70	54.4173995396
11.12.2012	11:34:30	-0.76	18.39	44.65	15.61	29.75	44.84	102.18	64.53	13.02	1.79	5.96	2.75	23.52	93.05	21.23	19.68	58.0696134445
11.12.2012	11:34:33	-0.76	18.31	43.64	15.67	29.14	44.39	101.81	64.29	14.00	1.44	5.27	3.28	23.98	92.93	21.10	19.79	53.2677913886
