date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
05.10.2012	09:01:34	-0.68	22.72	25.57	6.50	14.32	18.85	49.56	33.20	1.61	0.97	5.13	0.00	7.71	94.76	24.67	22.87	-1.0000000000
05.10.2012	09:01:38	-0.68	22.84	26.01	6.01	12.90	17.67	51.90	32.10	1.46	0.58	5.44	0.00	7.47	94.65	24.76	22.93	-1.0000000000
05.10.2012	09:01:41	-0.68	22.79	25.35	5.84	12.06	19.22	49.39	32.35	1.38	0.79	5.20	0.00	7.37	94.51	24.47	22.93	-1.0000000000
05.10.2012	09:01:44	-0.68	22.83	26.30	6.18	13.01	19.05	55.14	34.85	2.96	0.55	5.25	0.00	8.75	94.75	24.59	23.06	-1.0000000000
05.10.2012	09:01:47	-0.68	22.78	27.29	6.78	13.55	17.96	54.07	32.84	1.19	0.60	5.83	0.00	7.63	94.69	24.55	23.10	-1.0000000000
05.10.2012	09:01:49	-0.67	22.72	27.14	7.34	13.53	19.08	52.48	32.31	0.74	0.83	5.82	0.00	7.39	94.59	24.63	23.06	-1.0000000000
05.10.2012	09:01:52	-0.68	22.76	28.54	6.82	13.48	19.73	52.54	36.36	0.60	0.91	6.07	0.00	7.58	94.56	24.70	23.14	-1.0000000000
05.10.2012	09:01:55	-0.65	22.74	27.94	6.42	13.38	18.81	53.92	36.50	1.54	0.68	5.82	0.00	8.04	94.62	24.62	23.05	-1.0000000000
05.10.2012	09:01:58	-0.68	22.76	27.26	6.49	11.86	19.82	54.32	34.48	2.03	0.38	5.34	0.55	8.31	94.50	24.65	23.25	-1.0000000000
05.10.2012	09:02:00	-0.67	22.80	26.48	7.02	14.18	20.34	56.03	38.03	4.02	0.76	5.00	0.00	9.77	94.64	24.58	23.36	-1.0000000000
