date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
14.11.2012	10:30:12	-0.52	19.32	17.54	6.68	12.65	18.83	45.09	31.66	7.35	0.45	1.69	0.77	10.25	95.72	21.46	19.70	32.1193671350
14.11.2012	10:30:16	-0.52	19.25	17.32	6.37	12.30	18.99	44.83	30.89	7.59	0.23	1.33	1.24	10.40	96.06	21.53	19.71	23.0160351194
14.11.2012	10:30:19	-0.51	19.24	17.23	6.35	11.91	18.57	44.00	31.31	7.26	0.31	1.53	0.96	10.05	95.86	21.35	19.86	36.0934128831
14.11.2012	10:30:22	-0.52	19.22	17.42	6.31	12.07	18.59	43.57	30.87	6.82	0.40	1.69	0.87	9.78	95.67	21.50	19.83	35.7293480555
14.11.2012	10:30:24	-0.51	19.21	17.54	6.36	12.19	18.17	43.51	30.63	6.41	0.51	1.97	0.57	9.46	95.46	21.43	19.94	35.6180243874
14.11.2012	10:30:27	-0.51	19.29	17.63	6.45	12.21	18.31	42.94	30.50	6.21	0.51	1.95	0.68	9.35	95.42	21.32	19.95	40.0748745396
14.11.2012	10:30:30	-0.51	19.18	17.47	6.37	12.38	18.98	44.37	30.48	7.20	0.28	1.44	1.23	10.15	95.28	21.41	20.01	22.6419042748
14.11.2012	10:30:33	-0.51	19.38	17.51	6.42	12.17	19.36	44.49	30.98	7.53	0.16	1.21	1.53	10.44	95.22	21.43	20.05	26.7936448323
14.11.2012	10:30:35	-0.52	19.29	17.74	6.36	13.37	19.08	46.63	32.48	7.46	0.78	2.14	0.00	10.38	94.84	21.29	20.19	28.9379559774
14.11.2012	10:30:38	-0.50	19.28	17.92	6.19	12.46	18.37	46.20	31.57	7.02	0.51	2.14	0.32	9.99	94.83	21.38	20.34	26.2728620342
