date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
14.11.2012	10:15:30	-0.52	19.20	4.98	2.24	4.22	6.25	10.18	17.31	1.91	0.14	0.00	0.00	2.06	90.75	20.96	19.37	752.1021869759
14.11.2012	10:15:34	-0.51	19.11	4.77	2.22	4.31	6.28	9.86	17.08	1.80	0.17	0.00	0.00	1.97	90.66	20.80	19.33	816.1883719445
14.11.2012	10:15:37	-0.53	19.14	5.03	2.29	4.21	6.43	10.11	17.11	1.87	0.17	0.00	0.00	2.04	90.60	20.94	19.53	736.3265333009
14.11.2012	10:15:40	-0.50	19.18	5.11	2.21	4.37	6.30	9.96	17.22	1.85	0.18	0.00	0.00	2.02	90.31	20.92	19.57	802.7599660587
14.11.2012	10:15:43	-0.53	19.22	5.06	2.30	4.31	6.17	10.29	17.11	1.92	0.14	0.00	0.00	2.06	90.37	20.98	19.61	683.1549675440
14.11.2012	10:15:45	-0.52	19.27	4.99	2.29	4.26	6.31	9.99	17.13	1.84	0.17	0.00	0.00	2.01	90.04	20.97	19.59	778.8887348181
14.11.2012	10:15:48	-0.51	19.22	4.88	2.28	4.41	6.38	10.03	17.23	1.86	0.18	0.00	0.00	2.04	90.12	21.18	19.68	785.0181110616
14.11.2012	10:15:51	-0.52	19.05	5.06	2.28	4.26	6.40	9.72	17.00	1.76	0.20	0.00	0.00	1.96	90.02	20.93	19.73	840.7471968641
14.11.2012	10:15:54	-0.52	19.07	4.88	2.32	4.10	6.43	9.84	16.94	1.79	0.17	0.00	0.00	1.96	90.10	21.04	19.85	793.4803202279
14.11.2012	10:15:56	-0.51	19.24	4.85	2.19	4.17	6.21	9.79	16.86	1.77	0.16	0.00	0.00	1.92	89.65	21.06	19.84	796.6694631220
