date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
14.11.2012	10:31:51	-0.52	19.17	17.40	6.45	12.02	19.13	42.31	30.58	6.69	0.34	1.41	1.32	9.76	96.26	21.59	20.06	42.0278234899
14.11.2012	10:31:55	-0.51	19.19	17.63	6.47	12.55	19.27	42.17	30.79	6.23	0.65	1.81	0.79	9.48	95.62	21.59	20.08	49.4954824532
14.11.2012	10:31:58	-0.51	19.23	17.79	6.60	12.67	19.23	43.00	31.23	6.38	0.65	1.89	0.71	9.62	95.79	21.50	20.28	48.7934802072
14.11.2012	10:32:00	-0.51	19.21	18.02	6.76	12.98	19.93	43.43	31.61	6.62	0.65	1.75	0.93	9.95	96.06	21.60	20.21	48.8299607728
14.11.2012	10:32:03	-0.51	19.14	18.06	6.79	13.12	20.41	43.93	31.85	6.99	0.59	1.56	1.15	10.29	95.90	21.48	20.17	44.4862683456
14.11.2012	10:32:06	-0.51	19.25	18.40	6.78	13.50	20.69	44.25	32.33	6.71	0.81	1.88	0.77	10.18	95.93	21.56	20.30	51.7095973065
14.11.2012	10:32:09	-0.52	19.08	18.24	6.69	13.63	19.98	43.85	32.25	6.21	1.07	2.34	0.05	9.68	95.98	21.56	20.24	56.6575358194
14.11.2012	10:32:12	-0.51	19.23	18.49	6.65	12.73	19.69	44.77	31.81	6.64	0.52	1.90	0.95	10.01	95.80	21.53	20.40	43.2803097255
14.11.2012	10:32:14	-0.52	19.18	17.73	6.72	12.67	19.40	44.54	31.35	7.25	0.37	1.49	1.19	10.30	95.94	21.63	20.38	32.0660147624
14.11.2012	10:32:17	-0.51	19.11	18.40	6.60	13.07	19.20	46.26	32.24	6.90	0.66	2.20	0.36	10.12	95.73	21.65	20.61	34.8658918922
