date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
14.10.2012	09:24:15	-0.65	18.24	17.77	4.72	9.10	13.75	35.41	25.03	1.44	0.45	3.32	0.00	5.21	93.39	20.35	18.83	51.0757040984
14.10.2012	09:24:19	-0.65	18.30	18.18	4.69	9.15	13.87	36.36	25.24	1.43	0.42	3.44	0.00	5.30	93.82	20.34	19.06	43.0406891778
14.10.2012	09:24:22	-0.64	18.15	17.70	5.01	9.66	13.93	37.68	25.15	2.28	0.39	3.20	0.00	5.87	93.87	20.31	18.80	20.1031612264
14.10.2012	09:24:25	-0.65	18.27	20.26	5.67	9.49	15.75	39.33	26.51	1.68	0.06	3.24	1.20	6.19	94.20	20.31	18.98	51.6348701476
14.10.2012	09:24:28	-0.64	18.21	21.65	5.95	11.19	18.07	44.02	30.50	2.64	0.61	3.81	0.36	7.42	94.24	20.31	18.94	81.6075570168
14.10.2012	09:24:30	-0.65	18.30	19.97	6.04	13.05	18.41	45.25	31.08	4.65	0.84	3.19	0.00	8.68	94.63	20.33	19.03	41.3939957104
14.10.2012	09:24:33	-0.66	18.23	18.33	5.63	12.65	17.59	39.61	28.42	3.66	0.99	2.89	0.00	7.54	94.82	20.21	19.03	49.7127556811
14.10.2012	09:24:36	-0.63	18.28	18.29	5.25	10.43	14.91	36.76	27.37	2.16	0.64	3.24	0.00	6.04	95.03	20.26	19.15	101.9569161824
14.10.2012	09:24:39	-0.66	18.28	18.62	5.16	9.23	15.48	38.55	27.55	2.68	0.29	3.04	0.47	6.48	95.08	20.42	19.17	87.8151607111
14.10.2012	09:24:41	-0.65	18.31	19.42	5.25	9.32	15.76	41.70	28.82	3.30	0.14	3.15	0.53	7.13	95.16	20.29	19.29	69.4259877593
