name,1-SSU,2-SSU,3-SSU,4-SSU,85-SSU,97-SSU,71-SSU,62-SSU,48-SSU,53-SSU,65-SSU,60-SSU,67-SSU,90-SSU,96-SSU,98-SSU,106-SSU,79-SSU
Ascomycota,4253,657,6099,3476,11054,3646,1369,18613,4620,13982,0,4412,14,6164,7981,2,9,1
Basidiomycota,427,1,1377,8560,179,918,11553,0,2,908,869,8662,10254,5,27,15853,24143,18
Chytridiomycota,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi (phylum),2341,0,536,314,133,0,518,0,0,0,16532,3,146,56,0,0,0,0
Microsporidia,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi (phylum)::Chytridiomycota,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entomophthoromycota,0,0,0,0,0,0,537,0,0,1,0,0,0,0,0,0,3,4761
Basidiomycota::Ascomycota,0,0,0,0,0,0,742,0,0,0,0,0,636,0,0,0,0,0
