name,1-SSU,2-SSU,3-SSU,4-SSU,85-SSU,97-SSU,71-SSU,62-SSU,48-SSU,53-SSU,65-SSU,60-SSU,67-SSU,90-SSU,96-SSU,98-SSU,106-SSU,79-SSU
Agaricales (unk family),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Erysiphaceae (unk genus),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryptococcus aerius,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Isaria fumosorosea,1,0,0,0,0,0,0,0,0,27,0,0,0,0,7,0,0,0
Meliniomyces variabilis,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potebniamyces pyri,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pansporablastina (unk family),0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monascus fuliginosus,0,0,0,0,0,6,0,0,4,20,0,0,0,0,0,0,0,0
Neosartorya fischeri,0,0,0,0,0,4,0,0,2,47,0,0,0,0,0,0,0,0
Elaphocordyceps ophioglossoides,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penicillium griseofulvum,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0
Isaria javanica,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microcyclospora malicola,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penicillium decumbens,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
Merimbla ingelheimensis,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
Resinicium bicolor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derxomyces (unk species),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Epichloe typhina,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophionectria trichospora,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aspergillus awamori,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Cladosporium cladosporioides,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Edyuillia athecia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Aspergillus fumigatus,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0
Nectriaceae (unk genus),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chromocleista malachitea,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
Mucorales (unk family),0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bullera unica,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0
Dioszegia buhagiarii,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Bullera nakhonratchasimensis,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,1,0
Phaeoacremonium australiense,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aspergillus penicillioides,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colletotrichum truncatum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claviceps fusiformis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geosmithia eupagioceri,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aspergillus restrictus,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Custingophora (unk species),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncigena adarca,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Pleosporales (unk family),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordyceps cicadae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Penicillium olsonii,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
Nectria mariannaeae,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Phialosimplex chlamydosporus,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
Hypocrea lutea,0,0,3,0,4,0,1,2,1,0,0,1,0,0,2,0,0,0
Chytridiales (unk family),0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aspergillus flavus,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Gloeophyllales (unk family),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Coriolaceae (unk genus),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Torrubiella luteorostrata,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Fusarium (unk species),1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Acremonium (Hypocreales) (unk species),0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
Malassezia globosa,0,0,6,90,0,32,0,0,0,0,0,0,0,0,0,0,0,0
Malassezia restricta,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pichia nakazawae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malassezia sympodialis,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tremellaceae (unk genus),0,0,0,7,0,0,1,0,0,0,0,2,0,0,0,0,0,0
Thermomyces (unk species),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Isaria tenuipes,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cystobasidiomycetes (unk order),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
Placynthiaceae (unk genus),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Penicillium expansum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Fusarium culmorum,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Penicillium sp,1,0,0,0,0,1,0,0,4,71,0,2,0,0,0,0,0,0
Geosmithia putterillii,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eupenicillium (unk species),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Agaricomycetes (unk order),0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aspergillus oryzae,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Thamnidiaceae (unk genus),0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascomycota (family) (unk genus),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Torrubiella (Clavicipitaceae) (unk species),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acremonium alternatum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polyporales (unk family),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Mucoraceae (unk genus),0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elaphomycetaceae (unk genus),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Escovopsis cf weberi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penicilliopsis (unk species),0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Glomerella (unk species),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fungi (class) (unk order),0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corticiaceae (unk genus),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
Microcyclospora (unk species),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariannaea elegans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dothideomycetes (unk order),0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massariaceae (unk genus),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Glomerellaceae (unk genus),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Geomyces (Helotiales) (unk species),0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibberella (unk species),0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Chytridiomycetes (unk order),0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filobasidiales (unk family),0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Hypocreales (family) (unk genus),0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
Hysterobrevium (unk species),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypocrea lixii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ustilaginoidea virens,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Calycellinopsis xishuangbanna,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chytridiomycota (unk class),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hymenochaetaceae (unk genus),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Neosartorya (unk species),0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Chalara alabamensis,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helminthosphaeriaceae (unk genus),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chalara (unk species),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaria (unk species),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oedohysterium (unk species),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colletotrichum (unk species),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tremellales (unk family),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Umbelopsis sp,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Helotiales (family) (unk genus),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mortierellaceae (unk genus),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
