name,1-SSU,2-SSU,3-SSU,4-SSU,85-SSU,97-SSU,71-SSU,62-SSU,48-SSU,53-SSU,65-SSU,60-SSU,67-SSU,90-SSU,96-SSU,98-SSU,106-SSU,79-SSU
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Hypocreaceae ; Hypocrea ; Hypocrea sp,0.185158809286426,0.303951367781155,0.361957064403395,0.12803072737457,0.325532289283829,0.131463628396144,0.0339696990284666,0.193413205823887,0.129813933362181,0,0,0.0611761107287604,0.00904977375565611,0.1285140562249,0.0749250749250749,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Hypocreales (family) ; Myrothecium ; Myrothecium cinctum,0,0,0.0124812780828757,0,0,0.0219106047326906,0,0.0161177671519905,0,0,0,0.0152940276821901,0,0.0321285140562249,0.024975024975025,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Sordariomycetes (order) ; Helminthosphaeriaceae ; Spadicoides ; Spadicoides verrucosa,0,0,0,0,0,0,0,0.010745178101327,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Saccharomycetes ; Saccharomycetales ; Saccharomycetaceae ; Saccharomyces ; Saccharomyces cerevisiae,0,0,0,0.752180523325598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Chytridiomycota ; Chytridiomycetes ; Spizellomycetales ; Spizellomycetaceae ; Phlyctochytrium ; Phlyctochytrium californicum,0,0,0,0.376090261662799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Agaricomycetes ; Agaricales ; Amanitaceae ; Amanita ; Amanita manicata,0,0,0,0,0,0,0,0,0,0,0,0.00764701384109505,0,0,0,0,0,0
Fungi ; Ascomycota ; Leotiomycetes ; Erysiphales ; Erysiphaceae ; Pleochaeta ; Pleochaeta turbinata,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Leotiomycetes ; Rhytismatales ; Rhytismataceae ; Potebniamyces ; Potebniamyces pyri,0,0,0.0249625561657514,0.0160038409218212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Microsporidia ; Microsporidetes ; Pansporablastina ; Thelohaniidae ; Systenostrema ; Systenostrema alba,0,0,0,0.0240057613827319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Dothideomycetes ; Capnodiales ; Capnodiales (family) ; Microcyclospora ; Microcyclospora malicola,0,0,0,0.136032647835481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Nectriaceae ; Nectria ; Nectria cinnabarina,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Chytridiomycota ; Chytridiomycetes ; Spizellomycetales ; Spizellomycetaceae ; Gaertneriomyces ; Gaertneriomyces spectabile,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Chytridiomycota ; Chytridiomycetes ; Spizellomycetales ; Spizellomycetaceae ; Rozella ; Rozella allomycis,0,0,0,0.51212290949828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Fungi (phylum) ; Fungi (class) ; Mucorales ; Olpidiaceae ; Powellomyces ; Powellomyces variabilis,0,0,0,0.616147875490118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Eupenicillium ; Eupenicillium crustaceum,0,0,1.68497254118822,0,0.00879816998064403,0.0657318141980718,0,0,0.281263522284725,0.731985763212679,0,0.0229410415232852,0,0.0160642570281124,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Calosphaeriales ; Calosphaeriaceae ; Phaeoacremonium ; Phaeoacremonium australiense,0,0,0,0.0480115227654637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Aspergillus ; Aspergillus penicillioides,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Glomerellales ; Glomerellaceae ; Colletotrichum ; Colletotrichum truncatum,0,0,0,0.00800192046091062,0,0,0,0.00537258905066351,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Bionectriaceae ; Geosmithia (Bionectriaceae) ; Geosmithia eupagioceri,0,0,0,0,0,0,0,0.00537258905066351,0,0,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Tremellomycetes ; Tremellales ; Tremellales (family) ; Bullera (Tremellales) ; Bullera nakhonratchasimensis,0,0,0,0,0,0,0.0951151572797065,0,0,0,0,0,0,0,0,0.0126143172500788,0.0206996481059822,0
Fungi ; Fungi (phylum) ; Fungi (class) ; Mortierellales ; Mortierellaceae ; Mortierella ; Mortierella indohii,7.7766699900299,0,0,0,0,0,0,0,0,0,0,0.0229410415232852,0,0,0,0,0,0
Fungi ; Ascomycota ; Dothideomycetes ; Pleosporales ; Pleosporales (family) ; Astrosphaeriella ; Astrosphaeriella aggregata,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Cordycipitaceae ; Cordyceps ; Cordyceps cicadae,0,0,0,0,0,0,0,0.00537258905066351,0,0,0,0,0,0,0,0,0,0
Fungi ; Chytridiomycota ; Chytridiomycetes ; Chytridiales ; Chytridiaceae ; Zygorhizidium ; Zygorhizidium planktonicum,0,0,0,0.0160038409218212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Fungi (phylum) ; Fungi (class) ; Mucorales ; Olpidiaceae ; Powellomyces ; Powellomyces sp,0,0,0,0.0240057613827319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Sordariomycetes (order) ; Sordariomycetes (family) ; Juncigena ; Juncigena adarca,0.0142429853297251,0,0,0,0,0,0,0.00537258905066351,0,0,0,0,0,0,0.0124875124875125,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Penicillium ; Penicillium chrysogenum,0,0,0.0124812780828757,0,0,0.0657318141980718,0,0,0.0649069666810904,0.382781545900208,0,0.0152940276821901,0,0,0,0,0,0
Fungi ; Chytridiomycota ; Chytridiomycetes ; Spizellomycetales ; Spizellomycetaceae ; Phlyctochytrium ; Phlyctochytrium sp,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Exobasidiomycetes ; Malasseziales ; Malasseziaceae ; Malassezia ; Malassezia globosa,0,0,0.0748876684972541,0.720172841481956,0,0.701139351446099,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Leotiomycetes ; Helotiales ; Hyaloscyphaceae ; Lachnum ; Lachnum virgineum,0,0,0.0124812780828757,0,0,0,0,0.00537258905066351,0,0,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Exobasidiomycetes ; Malasseziales ; Malasseziaceae ; Malassezia ; Malassezia sympodialis,0,0,0,0.0560134432263743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Cordycipitaceae ; Isaria ; Isaria tenuipes,0,0,0.0124812780828757,0,0,0,0,0.00537258905066351,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Lecanoromycetes ; Peltigerales ; Placynthiaceae ; Koerberia ; Koerberia biformis,0,0,0,0,0,0,0,0.00537258905066351,0,0,0,0,0,0,0.0124875124875125,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Nectriaceae ; Fusarium ; Fusarium culmorum,0.0142429853297251,0,0,0,0,0,0,0,0.0216356555603635,0,0,0.00764701384109505,0,0,0,0,0,0
Fungi ; Basidiomycota ; Tremellomycetes ; Tremellales ; Tremellales (family) ; Derxomyces ; Derxomyces pseudohuiaensis,0,0,0,0,0,0,0,0,0,0,0,0.00764701384109505,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Bionectriaceae ; Geosmithia (Bionectriaceae) ; Geosmithia putterillii,0,0,0,0,0,0,0,0,0,0,0,0.00764701384109505,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Hypocreaceae ; Hypocrea ; Hypocrea lutea,0.0142429853297251,0,0.0499251123315028,0,0.0351926799225761,0,0.00679393980569332,0.0322355343039811,0.0649069666810904,0,0,0.0152940276821901,0,0,0.0374625374625375,0,0,0
Fungi ; Basidiomycota ; Agaricomycetes ; Boletales ; Gomphidiaceae ; Gomphidius ; Gomphidius roseus,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Agaricomycetes ; Auriculariales ; Exidiaceae ; Exidia ; Exidia uvapsassa,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Agaricomycetes ; Polyporales ; Polyporaceae ; Oligoporus ; Oligoporus balsameus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00630715862503942,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Nectriaceae ; Fusarium ; Fusarium redolens,0,0,0,0,0,0,0,0.00537258905066351,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Hypocreales (family) ; Escovopsis ; Escovopsis cf weberi,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Clavicipitaceae ; Mariannaea ; Mariannaea elegans,0,0,0,0,0,0,0,0.00537258905066351,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Dothideomycetes ; Capnodiales ; Schizothyriaceae ; Schizothyrium ; Schizothyrium pomi,0,0,0,0.0160038409218212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Dothideomycetes ; Pleosporales ; Massariaceae ; Massaria ; Massaria anomia,0,0,0,0,0,0,0,0.00537258905066351,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Glomerellales ; Glomerellaceae ; Glomerella ; Glomerella cingulata,0,0,0,0,0,0,0,0.00537258905066351,0,0,0,0,0,0,0.0124875124875125,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Penicillium ; Penicillium sp,0.0142429853297251,0,0,0,0,0.0219106047326906,0,0,0.108178277801817,0.530521791686253,0,0.0152940276821901,0,0,0,0,0,0
Fungi ; Basidiomycota ; Tremellomycetes ; Tremellales ; Tremellales (family) ; Trichosporon (Trichosporonales) ; Trichosporon cutaneum,0,0,0,0,0,0,0,0,0,0,0,0.0152940276821901,0,0,0,0,0.00413992962119644,0
Fungi ; Chytridiomycota ; Chytridiomycetes ; Chytridiales ; Chytridiaceae ; Chytriomyces ; Chytriomyces sp,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Hypocreales (family) ; Ustilaginoidea ; Ustilaginoidea virens,0,0,0,0,0,0,0,0,0.0216356555603635,0,0,0.00764701384109505,0,0,0,0,0,0
Fungi ; Ascomycota ; Dothideomycetes ; Hysteriales ; Hysteriaceae ; Hysterobrevium ; Hysterobrevium smilacis,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Hypocreaceae ; Hypocrea ; Hypocrea lixii,0,0,0,0,0,0,0,0.00537258905066351,0,0,0,0,0,0,0.0124875124875125,0,0,0
Fungi ; Basidiomycota ; Agaricomycetes ; Boletales ; Boletaceae ; Chamonixia ; Chamonixia caespitosa,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Chytridiomycota ; Chytridiomycetes ; Cladochytriales ; Cladochytriaceae ; Polychytrium ; Polychytrium aggregatum,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Chytridiomycota ; Chytridiomycetes ; Spizellomycetales ; Spizellomycetaceae ; Spizellomyces ; Spizellomyces kniepii,0,0,0,0.0160038409218212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Agaricomycetes ; Hymenochaetales ; Hymenochaetaceae ; Porodaedalea ; Porodaedalea pini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00630715862503942,0,0
Fungi ; Basidiomycota ; Agaricomycetes ; Corticiales ; Corticiaceae ; Lindtneria ; Lindtneria trachyspora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00630715862503942,0.0206996481059822,0
Fungi ; Ascomycota ; Leotiomycetes ; Helotiales ; Helotiales (family) ; Chalara ; Chalara alabamensis,0,0,0,0.0400096023045531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Tremellomycetes ; Tremellales ; Tremellales (family) ; Dioszegia ; Dioszegia zsoltii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00630715862503942,0,0
Fungi ; Ascomycota ; Dothideomycetes ; Hysteriales ; Hysteriaceae ; Oedohysterium ; Oedohysterium insidens,0,0,0,0.00800192046091062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Tremellomycetes ; Tremellales ; Tremellales (family) ; Bullera (Tremellales) ; Bullera unica,0,0,0,0,0,0,0,0,0,0,0.218378254123326,0,0.00904977375565611,0,0,0.00630715862503942,0,0
Fungi ; Entomophthoromycota ; Entomophthoromycota (class) ; Basidiobolales ; Basidiobolaceae ; Basidiobolus ; Basidiobolus ranarum,0,0,0,0,0,0,3.64834567565731,0,0,0.00671546571754751,0,0,0,0,0,0,0.0124197888635893,99.4769874476987
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Penicillium ; Penicillium commune,0,0,0,0,0.0175963399612881,0.175284837861525,0,0,0.194720900043271,0.631253777449466,0,0,0,0,0,0,0,0
Fungi ; Fungi (phylum) ; Fungi (class) ; Mucorales ; Mucoraceae ; Mucor ; Mucor sp,0,0,0,0,0,0,0.176642434948026,0,0,0,0,0,0,0.899598393574297,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Aspergillus ; Aspergillus sp,0,0,0,0,0,0,0,0,0.0216356555603635,0.322342354442281,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Aspergillus ; Aspergillus niger,0,0,0.0124812780828757,0,0,0.131463628396144,0,0,0.0865426222414539,0.819286817540796,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Penicilliopsis ; Penicilliopsis clavariiformis,0,0,0,0,0,0,0,0,0,0.02686186287019,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Agaricomycetes ; Polyporales ; Polyporaceae ; Cerrena ; Cerrena sp,0,0,0,0,0,3.87817703768623,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Elaphomycetaceae ; Monascus ; Monascus purpureus,0,0,0,0,0,0,0,0,0,0.0201463971526425,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Merimbla ; Merimbla ingelheimensis,0,0,0,0,0,0,0,0,0.0216356555603635,0.0940165200456652,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Penicillium ; Penicillium namyslowskii,0,0,0,0,0,0,0,0,0.0216356555603635,0.013430931435095,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Cordycipitaceae ; Isaria ; Isaria fumosorosea,0.0142429853297251,0,0,0,0,0,0,0,0,0.181317574373783,0,0,0,0,0.0874125874125874,0,0,0
Fungi ; Entomophthoromycota ; Entomophthoromycota (class) ; Basidiobolales ; Basidiobolaceae ; Basidiobolus ; Basidiobolus haptosporus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125523012552301
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Elaphomycetaceae ; Monascus ; Monascus fuliginosus,0,0,0,0,0,0.131463628396144,0,0,0.129813933362181,0.141024780068498,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Neosartorya ; Neosartorya fischeri,0,0,0,0,0,0.0876424189307624,0,0,0.043271311120727,0.335773285877376,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Sagenomella ; Sagenomella humicola,0,0,0,0,0,0,0,0,0.0865426222414539,0.00671546571754751,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Penicillium ; Penicillium griseofulvum,0,0,0,0,0.0175963399612881,0,0,0,0,0.0604391914579276,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Aspergillus ; Aspergillus awamori,0,0,0,0,0,0,0,0,0,0.0402927943052851,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Dothideomycetes ; Capnodiales ; Davidiellaceae ; Cladosporium ; Cladosporium cladosporioides,0,0,0,0,0,0.131463628396144,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Edyuillia ; Edyuillia athecia,0,0,0,0,0,0,0,0,0,0.013430931435095,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Aspergillus ; Aspergillus fumigatus,0,0,0,0,0,0.0219106047326906,0,0,0,0.127593848633403,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Chromocleista ; Chromocleista malachitea,0,0,0,0,0,0,0,0,0,0.02686186287019,0,0,0,0,0.0124875124875125,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Penicillium ; Penicillium decumbens,0,0,0,0,0,0,0,0,0.0649069666810904,0.0604391914579276,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Aspergillus ; Aspergillus restrictus,0,0,0,0,0,0,0,0,0,0.02686186287019,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Penicillium ; Penicillium olsonii,0,0,0,0,0,0,0,0,0.0216356555603635,0.0671546571754751,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Phialosimplex ; Phialosimplex chlamydosporus,0,0,0,0,0,0,0,0,0.0216356555603635,0.0335773285877376,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Agaricomycetes ; Gloeophyllales ; Gloeophyllaceae ; Gloeophyllum ; Gloeophyllum sepiarium,0,0,0,0,0,0,0,0,0,0.00671546571754751,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Aspergillus ; Aspergillus flavus,0,0,0.0124812780828757,0,0,0,0,0,0.043271311120727,0.0335773285877376,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Saccharomycetes ; Saccharomycetales ; Saccharomycetaceae ; Pichia ; Pichia nakazawae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209205020920502
Fungi ; Ascomycota ; Ascomycota (class) ; Ascomycota (order) ; Ascomycota (family) ; Thermomyces ; Thermomyces lanuginosus,0,0,0,0,0,0,0,0,0,0.00671546571754751,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Exobasidiomycetes ; Malasseziales ; Malasseziaceae ; Malassezia ; Malassezia restricta,0,0.151975683890578,0.0249625561657514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Cystobasidiomycetes ; Erythrobasidiales ; Erythrobasidiaceae ; Rhodotorula (Erythrobasidiaceae) ; Rhodotorula samaneae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104602510460251
Fungi ; Basidiomycota ; Cystobasidiomycetes ; Erythrobasidiales ; Erythrobasidiaceae ; Occultifur ; Occultifur externus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209205020920502
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Aspergillus ; Aspergillus oryzae,0,0,0,0,0,0,0,0,0,0.02686186287019,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Hypocreales (family) ; Acremonium (Hypocreales) ; Acremonium alternatum,0,0,0.0124812780828757,0,0.0175963399612881,0,0,0,0,0,0,0,0,0.0160642570281124,0.024975024975025,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Penicillium ; Penicillium lagena,0,0,0,0,0,0,0,0,0,0.00671546571754751,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Nectriaceae ; Gibberella ; Gibberella sp,0,0,0,0,0,0,0.00679393980569332,0,0,0,0,0,0,0.0160642570281124,0,0,0,0
Fungi ; Ascomycota ; Eurotiomycetes ; Eurotiales ; Trichocomaceae ; Penicillium ; Penicillium expansum,0,0,0,0,0,0,0,0,0,0.00671546571754751,0,0,0,0,0.0124875124875125,0,0,0
Fungi ; Fungi (phylum) ; Fungi (class) ; Mucorales ; Umbelopsidaceae ; Umbelopsis ; Umbelopsis isabellina,20.9941603760148,0,0.711432850723914,0,1.17015660742566,0,3.34261838440111,0,0,0,94.9773001551635,0,1.32126696832579,0,0,0,0,0
Fungi ; Fungi (phylum) ; Fungi (class) ; Mucorales ; Thamnidiaceae ; Helicostylum ; Helicostylum pulchrum,0,0,5.56665002496256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Fungi (phylum) ; Fungi (class) ; Mucorales ; Mucoraceae ; Ambomucor ; Ambomucor seriatoinflatus,0,0,0.237144283574638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Fungi (phylum) ; Fungi (class) ; Mucorales ; Mucoraceae ; Mucor ; Mucor genevensis,0,0,0.0748876684972541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Fungi (phylum) ; Fungi (class) ; Mucorales ; Mucoraceae ; Mucor ; Mucor hiemalis,0,0,0.0998502246630055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Tremellomycetes ; Filobasidiales ; Filobasidiales (family) ; Cryptococcus (Filobasidiales) ; Cryptococcus aerius,0,0,0,0,0,0,0.169848495142333,0,0,0,0,0,0.235294117647059,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Bionectriaceae ; Hydropisphaera ; Hydropisphaera peziza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124875124875125,0,0,0
Fungi ; Ascomycota ; Leotiomycetes ; Helotiales ; Helotiaceae ; Meliniomyces ; Meliniomyces variabilis,0,0,0.349475786320519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Ascomycota ; Sordariomycetes ; Hypocreales ; Ophiocordycipitaceae ; Elaphocordyceps ; Elaphocordyceps ophioglossoides,0,0,0.199700449326011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungi ; Basidiomycota ; Agaricomycetes ; Hymenochaetales ; Hymenochaetales (family) ; Resinicium ; Resinicium bicolor,0,0,0.0124812780828757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
