Data Audit Trail

Date,User,Event,Comment
6/25/2014 1:20:58 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/25/2014 1:21:39 PM,User,Plate read started,
6/25/2014 1:22:18 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.086,0.084,0.083,0.084,0.078,0.077,0.077,0.076,660
B,0.081,0.095,0.098,0.083,0.095,0.104,0.075,0.074,660
C,0.075,0.079,0.088,0.087,0.078,0.080,0.077,0.075,660
D,0.076,0.095,0.097,0.097,0.144,0.125,0.077,0.075,660
E,0.077,0.086,0.086,0.083,0.087,0.095,0.075,0.079,660
F,0.079,0.077,0.077,0.077,0.077,0.077,0.076,0.075,660

