Data Audit Trail

Date,User,Event,Comment
7/7/2014 1:46:34 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
7/7/2014 1:47:32 PM,User,Plate read started,
7/7/2014 1:48:15 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.076,0.075,0.075,0.076,0.077,0.075,0.075,0.073,660
B,0.075,0.968,0.788,0.546,1.366,1.443,0.075,0.073,660
C,0.076,0.080,0.710,0.701,0.080,0.081,0.074,0.073,660
D,0.077,0.091,0.430,0.108,1.512,1.579,0.075,0.074,660
E,0.075,0.093,0.473,0.137,0.486,0.674,0.075,0.077,660
F,0.077,0.077,0.077,0.075,0.075,0.077,0.075,0.077,660

