Data Audit Trail

Date,User,Event,Comment
7/2/2014 1:58:42 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
7/2/2014 1:59:15 PM,User,Plate read started,
7/2/2014 1:59:57 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.075,0.075,0.076,0.075,0.076,0.077,0.079,0.073,660
B,0.077,0.633,0.526,0.316,0.902,1.053,0.074,0.073,660
C,0.077,0.081,0.397,0.350,0.079,0.080,0.074,0.073,660
D,0.076,0.104,0.115,0.104,1.166,1.127,0.075,0.074,660
E,0.094,0.091,0.193,0.086,0.169,0.440,0.076,0.077,660
F,0.074,0.079,0.075,0.074,0.102,0.075,0.075,0.074,660

