Data Audit Trail

Date,User,Event,Comment
7/4/2014 4:02:43 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
7/4/2014 4:04:14 PM,User,Plate read started,
7/4/2014 4:04:56 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.075,0.075,0.075,0.074,0.074,0.074,0.073,0.073,660
B,0.074,0.969,0.625,0.356,1.291,1.172,0.074,0.073,660
C,0.075,0.079,0.575,0.364,0.086,0.082,0.074,0.073,660
D,0.075,0.100,0.187,0.111,1.191,1.149,0.075,0.076,660
E,0.075,0.088,0.261,0.093,0.247,0.552,0.074,0.075,660
F,0.074,0.074,0.074,0.075,0.075,0.075,0.074,0.073,660

