Data Audit Trail

Date,User,Event,Comment
6/24/2014 11:31:20 AM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/24/2014 11:31:54 AM,User,Plate read started,
6/24/2014 11:32:34 AM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.088,0.077,0.077,0.078,0.078,0.078,0.079,0.077,660
B,0.081,0.086,0.090,0.082,0.087,0.089,0.076,0.075,660
C,0.075,0.080,0.083,0.080,0.079,0.080,0.078,0.075,660
D,0.076,0.099,0.095,0.096,0.106,0.105,0.077,0.075,660
E,0.076,0.083,0.086,0.082,0.084,0.091,0.076,0.116,660
F,0.078,0.077,0.077,0.077,0.077,0.077,0.077,0.080,660

