Data Audit Trail

Date,User,Event,Comment
7/2/2014 1:58:42 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
7/2/2014 2:00:29 PM,User,Plate read started,
7/2/2014 2:01:08 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.078,0.075,0.074,0.074,0.076,0.074,0.075,0.073,660
B,0.076,0.727,0.433,0.422,1.015,0.971,0.074,0.073,660
C,0.075,0.086,0.385,0.259,0.080,0.081,0.074,0.073,660
D,0.074,0.094,0.121,0.097,1.156,1.098,0.074,0.073,660
E,0.078,0.085,0.172,0.091,0.167,0.443,0.075,0.074,660
F,0.075,0.075,0.077,0.075,0.079,0.075,0.074,0.085,660

