Data Audit Trail

Date,User,Event,Comment
6/26/2014 11:13:01 AM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/26/2014 11:14:41 AM,User,Plate read started,
6/26/2014 11:15:21 AM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.082,0.080,0.078,0.076,0.079,0.076,0.075,0.076,660
B,0.080,0.155,0.116,0.088,0.201,0.185,0.076,0.077,660
C,0.079,0.078,0.100,0.117,0.081,0.081,0.076,0.084,660
D,0.081,0.097,0.099,0.106,0.173,0.228,0.075,0.098,660
E,0.078,0.088,0.086,0.086,0.084,0.108,0.076,0.082,660
F,0.080,0.080,0.082,0.088,0.076,0.078,0.079,0.095,660

