Data Audit Trail

Date,User,Event,Comment
6/23/2014 12:54:36 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/23/2014 12:56:17 PM,User,Plate read started,
6/23/2014 12:56:56 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.089,0.078,0.077,0.080,0.077,0.077,0.076,0.073,660
B,0.079,0.083,0.082,0.079,0.083,0.083,0.075,0.075,660
C,0.077,0.082,0.081,0.078,0.079,0.080,0.074,0.074,660
D,0.079,0.097,0.093,0.094,0.099,0.102,0.075,0.076,660
E,0.076,0.082,0.084,0.083,0.085,0.087,0.075,0.077,660
F,0.088,0.076,0.077,0.079,0.077,0.075,0.076,0.076,660

