Data Audit Trail

Date,User,Event,Comment
6/25/2014 1:20:58 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/25/2014 1:22:54 PM,User,Plate read started,
6/25/2014 1:23:43 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.080,0.079,0.076,0.076,0.080,0.076,0.076,0.075,660
B,0.085,0.101,0.115,0.088,0.114,0.105,0.076,0.080,660
C,0.084,0.074,0.087,0.084,0.081,0.081,0.076,0.078,660
D,0.077,0.092,0.091,0.096,0.115,0.144,0.077,0.073,660
E,0.084,0.088,0.081,0.084,0.083,0.090,0.076,0.076,660
F,0.079,0.079,0.081,0.073,0.077,0.076,0.077,0.072,660

