Data Audit Trail

Date,User,Event,Comment
7/9/2014 1:57:18 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
7/9/2014 1:59:43 PM,User,Plate read started,
7/9/2014 2:00:22 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.077,0.077,0.075,0.076,0.074,0.074,0.073,0.073,660
B,0.074,1.421,1.028,1.029,1.853,1.594,0.074,0.073,660
C,0.076,0.080,0.530,0.223,0.079,0.081,0.075,0.074,660
D,0.074,0.103,0.498,0.107,1.534,1.447,0.074,0.074,660
E,0.074,0.095,0.452,0.095,0.529,0.779,0.074,0.075,660
F,0.076,0.094,0.074,0.074,0.075,0.075,0.074,0.074,660

