Data Audit Trail

Date,User,Event,Comment
7/8/2014 11:25:43 AM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
7/8/2014 11:26:19 AM,User,Plate read started,
7/8/2014 11:26:59 AM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.075,0.075,0.077,0.075,0.076,0.076,0.074,0.073,660
B,0.076,1.240,0.975,0.521,1.563,1.586,0.074,0.073,660
C,0.075,0.079,0.777,0.717,0.079,0.082,0.074,0.073,660
D,0.075,0.103,0.494,0.118,1.629,1.396,0.075,0.073,660
E,0.075,0.091,0.496,0.089,0.478,0.702,0.074,0.074,660
F,0.074,0.074,0.077,0.074,0.076,0.074,0.075,0.074,660

