Data Audit Trail

Date,User,Event,Comment
7/8/2014 11:25:43 AM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
7/8/2014 11:27:21 AM,User,Plate read started,
7/8/2014 11:28:00 AM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.074,0.074,0.077,0.075,0.075,0.075,0.074,0.073,660
B,0.074,1.316,0.922,0.451,1.700,1.516,0.074,0.073,660
C,0.075,0.079,0.233,0.308,0.080,0.082,0.074,0.074,660
D,0.076,0.101,0.394,0.106,1.412,1.212,0.074,0.073,660
E,0.075,0.091,0.420,0.092,0.434,0.677,0.075,0.074,660
F,0.075,0.084,0.075,0.077,0.078,0.077,0.083,0.080,660

