Data Audit Trail

Date,User,Event,Comment
7/10/2014 5:01:36 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
7/10/2014 5:02:10 PM,User,Plate read started,
7/10/2014 5:02:50 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.074,0.075,0.075,0.076,0.074,0.074,0.073,0.073,660
B,0.074,1.315,1.059,0.493,1.714,1.668,0.074,0.073,660
C,0.074,0.079,0.965,0.819,0.080,0.082,0.074,0.074,660
D,0.076,0.103,0.659,0.120,1.702,1.400,0.075,0.074,660
E,0.074,0.092,0.508,0.092,0.648,1.413,0.074,0.073,660
F,0.074,0.074,0.074,0.074,0.075,0.074,0.074,0.074,660

