Data Audit Trail

Date,User,Event,Comment
7/9/2014 1:57:18 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
7/9/2014 1:58:28 PM,User,Plate read started,
7/9/2014 1:59:07 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.074,0.075,0.076,0.076,0.074,0.074,0.073,0.073,660
B,0.076,1.322,1.067,0.541,1.673,1.653,0.075,0.073,660
C,0.075,0.079,0.902,0.672,0.081,0.082,0.081,0.074,660
D,0.074,0.102,0.588,0.109,1.831,1.487,0.074,0.082,660
E,0.074,0.093,0.596,0.089,0.645,0.820,0.074,0.073,660
F,0.079,0.075,0.074,0.074,0.074,0.074,0.074,0.073,660

