Data Audit Trail

Date,User,Event,Comment
7/3/2014 12:28:43 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
7/3/2014 12:29:12 PM,User,Plate read started,
7/3/2014 12:29:52 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.075,0.074,0.074,0.074,0.074,0.075,0.074,0.073,660
B,0.074,0.637,0.536,0.293,0.986,1.101,0.074,0.073,660
C,0.074,0.079,0.445,0.335,0.080,0.081,0.074,0.073,660
D,0.074,0.100,0.179,0.102,1.134,1.155,0.074,0.074,660
E,0.074,0.088,0.207,0.087,0.182,1.144,0.075,0.074,660
F,0.075,0.075,0.074,0.075,0.076,0.075,0.075,0.074,660

