Data Audit Trail

Date,User,Event,Comment
7/4/2014 4:02:43 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
7/4/2014 4:03:11 PM,User,Plate read started,
7/4/2014 4:03:51 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.075,0.076,0.075,0.074,0.074,0.074,0.074,0.073,660
B,0.075,0.810,0.660,0.318,1.144,1.220,0.074,0.073,660
C,0.075,0.079,0.584,0.385,0.092,0.080,0.075,0.073,660
D,0.075,0.101,0.253,0.120,1.233,1.318,0.076,0.073,660
E,0.077,0.091,0.296,0.088,0.268,0.528,0.075,0.075,660
F,0.077,0.075,0.075,0.075,0.075,0.074,0.076,0.074,660

