date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
20.11.2012	12:27:52	-0.68	16.05	286.57	86.17	272.88	357.27	1018.40	498.25	225.56	15.16	30.31	0.00	271.03	65.34	18.20	16.81	0.7269838418
20.11.2012	12:27:56	-0.67	16.06	285.48	87.59	274.11	361.31	1021.68	500.72	229.46	14.85	28.39	1.53	274.24	64.82	18.24	16.90	0.7703607015
20.11.2012	12:27:58	-0.66	16.11	284.96	86.55	270.72	358.72	1020.43	499.12	229.23	13.91	28.02	2.37	273.53	64.23	18.34	17.02	0.7494581583
20.11.2012	12:28:01	-0.68	16.08	278.34	86.19	272.54	357.90	1018.01	501.40	233.59	14.89	26.80	0.00	275.27	63.69	18.25	16.98	0.8620337246
20.11.2012	12:28:04	-0.67	16.14	282.89	87.00	278.45	364.07	1030.54	509.23	236.31	15.54	27.24	0.00	279.10	63.36	18.18	17.11	0.9367627209
20.11.2012	12:28:07	-0.70	16.13	285.91	88.30	280.19	367.12	1041.46	512.29	238.01	15.53	27.82	0.00	281.36	63.05	18.15	17.17	0.8172949804
20.11.2012	12:28:09	-0.68	16.02	289.01	88.84	284.01	369.49	1045.41	515.09	237.68	16.04	28.48	0.00	282.20	62.45	18.26	17.25	0.8498545796
20.11.2012	12:28:12	-0.68	16.00	291.35	89.46	283.84	369.59	1050.47	515.18	237.09	15.84	29.33	0.00	282.26	61.84	18.41	17.41	0.7426165566
20.11.2012	12:28:15	-0.68	16.02	287.15	89.87	286.52	368.07	1053.75	519.27	243.01	15.55	27.22	0.00	285.78	61.33	18.20	17.42	0.8474898434
20.11.2012	12:28:18	-0.68	16.03	297.54	90.81	290.05	373.00	1067.37	526.12	240.24	16.01	30.25	0.00	286.49	60.87	18.34	17.58	0.9364233392
