date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
20.11.2012	12:47:10	-0.69	15.71	36.17	13.70	35.34	47.61	137.37	72.79	34.06	0.32	0.98	2.31	37.67	94.32	18.10	17.16	0.8665710932
20.11.2012	12:47:14	-0.67	15.69	37.35	14.15	34.97	47.89	137.83	73.32	33.60	0.09	1.03	2.90	37.62	94.32	18.10	17.17	1.1999429744
20.11.2012	12:47:17	-0.67	15.69	37.67	14.36	35.81	47.99	138.98	74.06	33.49	0.42	1.50	2.22	37.63	94.61	17.94	17.25	1.3587110348
20.11.2012	12:47:20	-0.68	15.75	38.74	14.15	36.54	48.20	140.92	74.57	32.84	0.77	2.33	1.43	37.38	94.48	17.87	17.15	1.1470571139
20.11.2012	12:47:22	-0.69	15.68	38.07	14.24	36.75	47.83	142.29	75.13	33.83	0.74	2.16	1.21	37.94	94.39	18.15	17.29	1.1492105662
20.11.2012	12:47:25	-0.68	15.63	38.31	14.12	36.54	47.87	142.66	74.99	33.80	0.64	2.14	1.38	37.96	94.34	18.05	17.36	0.9742323786
20.11.2012	12:47:28	-0.67	15.68	38.37	14.20	36.27	48.76	142.39	75.89	34.24	0.51	1.76	1.87	38.38	94.29	18.18	17.39	1.3675534662
20.11.2012	12:47:31	-0.68	15.75	38.52	14.22	37.01	48.69	144.74	76.07	34.70	0.60	1.97	1.50	38.77	94.28	18.07	17.45	0.9322194333
20.11.2012	12:47:33	-0.66	15.75	39.02	14.11	37.95	48.39	148.78	76.91	35.19	0.82	2.59	0.60	39.20	94.24	18.26	17.44	0.6766572754
20.11.2012	12:47:36	-0.68	15.64	39.96	14.23	37.46	48.27	149.69	77.60	34.84	0.67	2.83	0.76	39.09	94.03	17.88	17.53	0.8146063886
