date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
20.11.2012	12:17:42	-0.66	16.54	152.86	52.73	185.13	230.94	872.37	452.80	252.65	0.00	0.00	0.00	252.65	87.23	18.68	17.39	4.2737397912
20.11.2012	12:17:46	-0.67	16.63	150.16	52.22	185.54	231.46	872.52	453.54	252.69	0.00	0.00	0.00	252.69	87.13	18.53	17.44	4.4703493809
20.11.2012	12:17:49	-0.67	16.62	150.88	52.35	184.74	231.84	874.44	455.59	253.31	0.00	0.00	0.00	253.31	87.24	18.70	17.41	4.6410321635
20.11.2012	12:17:52	-0.67	16.55	152.21	52.32	186.09	230.36	877.88	455.33	254.03	0.00	0.00	0.00	254.03	87.12	18.58	17.53	4.4976445248
20.11.2012	12:17:55	-0.67	16.62	151.96	52.25	185.07	230.70	877.96	455.18	253.99	0.00	0.00	0.00	253.99	86.98	18.56	17.64	4.5071938075
20.11.2012	12:17:57	-0.68	16.64	152.29	52.54	183.85	230.40	876.77	452.61	253.43	0.00	0.00	0.00	253.43	87.22	18.82	17.71	4.2734617242
20.11.2012	12:18:00	-0.68	16.61	150.84	52.22	183.60	230.43	873.31	452.57	252.64	0.00	0.00	0.00	252.64	86.93	18.50	17.72	4.4437151524
20.11.2012	12:18:03	-0.67	16.74	152.37	52.16	183.73	230.90	873.40	454.43	252.93	0.00	0.00	0.00	252.93	87.08	18.70	17.71	4.5464348597
20.11.2012	12:18:06	-0.68	16.67	151.58	51.68	184.49	229.98	874.21	454.15	253.01	0.00	0.00	0.00	253.01	87.11	18.54	17.90	4.5769513750
20.11.2012	12:18:09	-0.69	16.61	153.32	52.34	184.42	230.03	873.75	453.47	252.93	0.00	0.00	0.00	252.93	87.09	18.62	17.86	4.3990187372
