date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
01.11.2012	12:44:56	-0.89	21.32	10.38	4.17	8.06	11.63	24.68	21.42	3.66	0.47	0.96	0.00	5.10	95.86	23.41	21.40	65.3706282420
01.11.2012	12:45:00	-0.89	21.32	9.66	4.27	8.69	12.28	24.22	21.12	4.20	0.61	0.64	0.00	5.46	96.10	23.44	21.61	42.9119411944
01.11.2012	12:45:03	-0.87	21.34	9.34	3.85	8.00	11.43	23.77	20.37	4.06	0.46	0.64	0.00	5.16	95.89	23.48	21.53	33.2103470118
01.11.2012	12:45:05	-0.89	21.56	9.78	3.76	7.64	11.84	23.83	20.32	3.81	0.39	0.67	0.22	5.09	95.84	23.34	21.68	39.8382846419
01.11.2012	12:45:08	-0.87	21.46	10.16	3.71	7.67	11.46	24.39	20.54	3.53	0.42	0.96	0.00	4.91	96.10	23.33	21.64	43.0728762768
01.11.2012	12:45:11	-0.88	21.47	10.63	3.97	7.68	11.41	24.73	20.52	3.19	0.42	1.15	0.00	4.76	95.91	23.35	21.70	47.5632447679
01.11.2012	12:45:14	-0.88	21.42	11.36	4.08	7.98	11.60	25.15	20.99	2.82	0.47	1.38	0.00	4.67	96.20	23.40	21.89	67.1489796115
01.11.2012	12:45:17	-0.89	21.38	11.93	4.22	8.07	12.64	26.63	21.52	3.22	0.36	1.23	0.39	5.21	95.94	23.42	21.85	55.1114495803
01.11.2012	12:45:19	-0.88	21.46	11.49	4.12	9.09	12.96	27.58	22.37	4.00	0.58	1.17	0.00	5.75	96.21	23.35	21.86	39.9226631210
01.11.2012	12:45:22	-0.88	21.37	11.25	3.84	9.25	12.80	28.98	22.52	4.71	0.48	1.01	0.00	6.21	96.30	23.45	21.93	20.4401052175
