date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
01.11.2012	12:30:51	-0.87	21.42	181.05	65.35	207.49	271.87	934.38	482.96	273.30	0.00	0.00	0.00	273.30	85.98	22.94	21.15	2.4489572927
01.11.2012	12:30:55	-0.88	21.38	182.30	65.67	207.41	273.00	938.15	483.65	274.27	0.00	0.00	0.00	274.27	85.89	23.00	21.32	2.3382953164
01.11.2012	12:30:57	-0.87	21.22	181.73	65.67	207.54	271.98	937.39	484.90	274.15	0.00	0.00	0.00	274.15	85.85	23.05	21.33	2.5096281059
01.11.2012	12:31:00	-0.88	21.43	184.45	66.28	207.42	272.28	936.61	484.97	274.12	0.00	0.00	0.00	274.12	86.25	22.93	21.46	2.5560515257
01.11.2012	12:31:03	-0.87	21.37	183.84	65.43	208.08	272.79	939.89	484.78	274.82	0.00	0.00	0.00	274.82	86.16	22.98	21.48	2.3538233744
01.11.2012	12:31:06	-0.88	21.27	183.61	65.74	209.10	272.83	941.50	486.12	275.33	0.00	0.00	0.00	275.33	86.29	23.07	21.54	2.4041981967
01.11.2012	12:31:08	-0.87	21.32	181.53	66.11	208.91	273.39	942.47	486.40	275.50	0.00	0.00	0.00	275.50	86.49	23.05	21.60	2.4066898064
01.11.2012	12:31:11	-0.89	21.38	181.78	65.24	208.48	271.96	938.56	485.52	274.50	0.00	0.00	0.00	274.50	86.50	23.05	21.57	2.4960155300
01.11.2012	12:31:14	-0.88	21.37	181.65	65.49	208.84	271.16	939.36	483.90	274.47	0.00	0.00	0.00	274.47	86.56	22.96	21.85	2.3092281996
01.11.2012	12:31:17	-0.88	21.37	180.74	65.35	207.72	271.04	940.87	484.12	274.71	0.00	0.00	0.00	274.71	86.65	23.07	21.82	2.2927097860
