date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
01.11.2012	12:25:12	-0.89	21.10	3.93	1.98	3.35	5.24	9.67	11.13	1.17	0.00	0.00	0.00	1.17	79.36	22.71	20.91	14.6535274120
01.11.2012	12:25:16	-0.88	20.99	4.01	1.91	3.42	5.21	9.69	10.96	1.16	0.00	0.00	0.00	1.16	79.00	22.76	20.87	11.8697378988
01.11.2012	12:25:19	-0.88	21.13	4.06	1.94	3.40	5.36	9.56	11.29	1.18	0.00	0.00	0.00	1.18	78.49	22.68	20.91	9.6640429998
01.11.2012	12:25:22	-0.88	21.18	4.07	1.98	3.48	5.20	9.75	11.33	1.21	0.00	0.00	0.00	1.21	78.07	22.68	21.00	6.5381704363
01.11.2012	12:25:24	-0.88	21.07	4.02	1.93	3.42	5.27	9.71	11.24	1.20	0.00	0.00	0.00	1.20	77.79	22.72	20.98	8.4341746864
01.11.2012	12:25:27	-0.87	21.23	4.00	1.96	3.43	5.35	9.90	11.08	1.23	0.00	0.00	0.00	1.23	77.23	22.76	21.18	13.6584820159
01.11.2012	12:25:30	-0.88	21.12	4.04	1.93	3.41	5.24	9.69	11.13	1.18	0.00	0.00	0.00	1.18	76.69	22.91	21.38	8.1393231548
01.11.2012	12:25:33	-0.88	21.03	3.90	1.95	3.47	5.38	9.50	10.95	1.12	0.01	0.00	0.00	1.13	76.41	22.63	21.18	16.9272538258
01.11.2012	12:25:35	-0.87	21.07	3.98	1.95	3.29	5.07	9.46	11.12	1.11	0.00	0.00	0.00	1.11	75.92	22.72	21.30	12.3780910397
01.11.2012	12:25:38	-0.88	21.27	3.99	1.91	3.40	5.16	9.56	10.94	1.13	0.00	0.00	0.00	1.13	75.50	22.59	21.41	10.9253567218
