date	time	depth	sample temperature	LED 525 nm	LED 570 nm	LED 610 nm	LED 590 nm	LED 470 nm	UV LED	#1(Green Algae)	#2(Bluegreen)	#3(Diatoms)	#4(Cryptophyta)	total conc.	transm.	fluor. detector temperature	LED temperature	ChiSquare
 	 	m	°C	digits	digits	digits	digits	digits	digits	µg/l	µg/l	µg/l	µg/l	µg/l	%	°C	°C	
01.11.2012	12:17:55	-0.87	20.81	21.10	6.65	19.41	25.06	84.24	63.16	24.24	0.00	0.10	0.00	24.33	82.70	22.59	20.87	46.5491195421
01.11.2012	12:17:59	-0.87	20.88	20.92	6.47	18.85	25.46	84.82	62.64	24.37	0.00	0.06	0.00	24.43	81.28	22.56	20.85	42.3643777046
01.11.2012	12:18:02	-0.88	20.98	21.12	6.60	18.86	26.03	85.11	62.96	24.46	0.00	0.08	0.00	24.54	80.07	22.66	20.86	42.6273087213
01.11.2012	12:18:05	-0.88	20.80	20.99	6.66	19.42	26.24	86.22	63.88	25.00	0.00	0.00	0.00	25.00	79.00	22.52	20.87	42.4160128135
01.11.2012	12:18:08	-0.88	20.92	21.68	6.76	19.72	26.65	86.30	64.49	24.95	0.00	0.09	0.00	25.04	77.88	22.66	20.98	45.0789928040
01.11.2012	12:18:10	-0.86	20.86	21.92	6.75	19.66	26.65	86.16	64.95	24.81	0.00	0.16	0.00	24.97	77.21	22.63	21.02	48.3430965990
01.11.2012	12:18:13	-0.88	20.97	22.45	6.99	19.88	27.06	86.24	64.71	24.47	0.00	0.33	0.00	24.80	76.46	22.55	21.15	48.0922822523
01.11.2012	12:18:16	-0.87	20.97	23.34	7.18	19.60	26.80	88.03	64.91	24.04	0.00	0.70	0.00	24.74	75.83	22.47	21.05	47.8721311124
01.11.2012	12:18:19	-0.88	20.97	23.49	7.05	19.95	26.46	91.11	64.41	24.49	0.00	0.77	0.00	25.26	75.44	22.70	21.33	38.1814277731
01.11.2012	12:18:21	-0.88	21.00	22.99	6.91	20.02	26.33	90.99	64.05	24.79	0.00	0.59	0.00	25.39	74.65	22.66	21.48	35.8403059196
