Data Audit Trail

Date,User,Event,Comment
6/11/2014 6:06:50 PM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/11/2014 6:09:39 PM,User,Plate read started,
6/11/2014 6:10:19 PM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.078,0.082,0.079,0.087,0.077,0.076,0.076,0.075,660
B,0.078,0.280,0.540,0.314,1.883,0.789,0.288,0.670,660
C,0.080,0.087,0.393,0.282,0.086,0.086,0.085,0.084,660
D,0.077,0.709,0.560,0.128,1.893,1.203,0.696,0.908,660
E,0.076,0.091,0.114,0.108,0.102,0.145,0.090,0.094,660
F,0.079,0.077,0.077,0.078,0.079,0.079,0.079,0.080,660

