Data Audit Trail

Date,User,Event,Comment
6/2/2014 10:42:17 AM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/2/2014 10:42:34 AM,User,Plate read started,
6/2/2014 10:43:14 AM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.077,0.074,0.079,0.077,0.078,0.080,0.078,0.077,660
B,0.076,0.121,0.091,0.089,0.134,0.123,0.085,0.104,660
C,0.079,0.088,0.085,0.084,0.085,0.084,0.083,0.097,660
D,0.076,0.198,0.103,0.097,0.147,0.159,0.087,0.104,660
E,0.075,0.088,0.094,0.090,0.099,0.099,0.086,0.113,660
F,0.077,0.078,0.079,0.078,0.076,0.077,0.077,0.076,660

