Data Audit Trail

Date,User,Event,Comment
6/3/2014 9:19:55 AM,User,Protocol "C:\Program Files\BioTek\Gen5\Protocols\48at660_txtexport.prt" (5/12/2014 10:12:05 AM) selected,
6/3/2014 9:23:22 AM,User,Plate read started,
6/3/2014 9:24:01 AM,User,Plate read successfully completed,

660
,1,2,3,4,5,6,7,8
A,0.081,0.078,0.077,0.077,0.077,0.075,0.074,0.076,660
B,0.079,0.237,0.131,0.140,0.357,0.359,0.108,0.112,660
C,0.084,0.098,0.136,0.186,0.145,0.129,0.108,0.101,660
D,0.085,0.401,0.193,0.221,0.635,0.472,0.133,0.143,660
E,0.084,0.103,0.093,0.091,0.109,0.106,0.091,0.102,660
F,0.077,0.076,0.076,0.085,0.076,0.081,0.078,0.082,660

